store_id,city,region,cluster,cluster_persona,lacking_sku,category,brand,sku_segment,price,margin_pct,current_revenue,cluster_avg_revenue,gap_percentage,potential_revenue_gain,severity,recommended_action,reason
S0049,Chennai,South,C,Near Schools,SKU00187,Beverages,Miko,Premium,116.29,45.54,3023.54,475.53,535.82,-2548.01,GOOD,Performing well - maintain current stock,Key SKU for Cluster C - performing 535.8% below average
S0064,Bhubaneswar,East,C,Near Schools,SKU00198,Kids,ChillFrost,Premium,116.78,40.8,3036.28,483.5,527.98,-2552.78,GOOD,Performing well - maintain current stock,Key SKU for Cluster C - performing 528.0% below average
S0068,Hyderabad,South,C,Near Schools,SKU00204,Beverages,BakeWell,Premium,106.78,29.88,2989.84,430.3,594.83,-2559.54,GOOD,Performing well - maintain current stock,Key SKU for Cluster C - performing 594.8% below average
S0079,Pune,West,C,Near Schools,SKU00205,Staples,CoolSip,Premium,112.24,44.22,3030.48,468.17,547.3,-2562.31,GOOD,Performing well - maintain current stock,Key SKU for Cluster C - performing 547.3% below average
S0119,Chandigarh,North,C,Near Schools,SKU00107,Snacks,FizMax,Premium,119.44,47.97,3105.44,502.42,518.09,-2603.02,GOOD,Performing well - maintain current stock,Key SKU for Cluster C - performing 518.1% below average
S0111,Patna,East,C,Near Schools,SKU00146,Frozen,CoolSip,Premium,119.82,17.34,3115.32,505.97,515.71,-2609.35,GOOD,Performing well - maintain current stock,Key SKU for Cluster C - performing 515.7% below average
S0068,Hyderabad,South,C,Near Schools,SKU00014,Frozen,BakeWell,Premium,106.65,22.09,3092.85,450.0,587.3,-2642.85,GOOD,Performing well - maintain current stock,Key SKU for Cluster C - performing 587.3% below average
S0023,Pune,West,C,Near Schools,SKU00231,Essentials,BakeWell,Standard,109.76,45.36,3183.04,440.48,622.63,-2742.56,GOOD,Performing well - maintain current stock,Key SKU for Cluster C - performing 622.6% below average
S0023,Pune,West,C,Near Schools,SKU00204,Beverages,BakeWell,Premium,106.78,29.88,3203.4,430.3,644.46,-2773.1,GOOD,Performing well - maintain current stock,Key SKU for Cluster C - performing 644.5% below average
S0023,Pune,West,C,Near Schools,SKU00125,Beverages,Miko,Premium,116.53,22.05,3262.84,487.46,569.36,-2775.38,GOOD,Performing well - maintain current stock,Key SKU for Cluster C - performing 569.4% below average
S0100,Ahmedabad,West,C,Near Schools,SKU00075,Essentials,PureCare,Standard,111.97,47.89,3247.13,458.54,608.14,-2788.59,GOOD,Performing well - maintain current stock,Key SKU for Cluster C - performing 608.1% below average
S0023,Pune,West,C,Near Schools,SKU00084,Essentials,PureCare,Premium,105.62,33.45,3274.22,444.58,636.48,-2829.64,GOOD,Performing well - maintain current stock,Key SKU for Cluster C - performing 636.5% below average
S0079,Pune,West,C,Near Schools,SKU00084,Essentials,PureCare,Premium,105.62,33.45,3274.22,444.58,636.48,-2829.64,GOOD,Performing well - maintain current stock,Key SKU for Cluster C - performing 636.5% below average
S0030,Bangalore,South,C,Near Schools,SKU00138,Beverages,Miko,Premium,115.39,37.13,3346.31,476.63,602.07,-2869.68,GOOD,Performing well - maintain current stock,Key SKU for Cluster C - performing 602.1% below average
S0100,Ahmedabad,West,C,Near Schools,SKU00205,Staples,CoolSip,Premium,112.24,44.22,3367.2,468.17,619.22,-2899.03,GOOD,Performing well - maintain current stock,Key SKU for Cluster C - performing 619.2% below average
S0030,Bangalore,South,C,Near Schools,SKU00146,Frozen,CoolSip,Premium,119.82,17.34,3474.78,505.97,586.76,-2968.81,GOOD,Performing well - maintain current stock,Key SKU for Cluster C - performing 586.8% below average
S0049,Chennai,South,C,Near Schools,SKU00010,Essentials,CoolSip,Premium,103.74,48.76,3423.42,429.59,696.9,-2993.83,GOOD,Performing well - maintain current stock,Key SKU for Cluster C - performing 696.9% below average
S0065,Chandigarh,North,C,Near Schools,SKU00010,Essentials,CoolSip,Premium,103.74,48.76,3423.42,429.59,696.9,-2993.83,GOOD,Performing well - maintain current stock,Key SKU for Cluster C - performing 696.9% below average
S0041,Pune,West,C,Near Schools,SKU00199,Beverages,Miko,Premium,108.06,49.9,3457.92,453.85,661.9,-3004.07,GOOD,Performing well - maintain current stock,Key SKU for Cluster C - performing 661.9% below average
S0051,Ahmedabad,West,C,Near Schools,SKU00091,Kids,Miko,Premium,119.5,34.38,3585.0,521.06,588.02,-3063.94,GOOD,Performing well - maintain current stock,Key SKU for Cluster C - performing 588.0% below average
S0011,Hyderabad,South,C,Near Schools,SKU00107,Snacks,FizMax,Premium,119.44,47.97,3583.2,502.42,613.19,-3080.78,GOOD,Performing well - maintain current stock,Key SKU for Cluster C - performing 613.2% below average
S0058,Chennai,South,C,Near Schools,SKU00026,Staples,CoolSip,Premium,114.59,44.72,3666.88,477.61,667.75,-3189.27,GOOD,Performing well - maintain current stock,Key SKU for Cluster C - performing 667.7% below average
S0111,Patna,East,C,Near Schools,SKU00131,Frozen,Miko,Premium,118.31,17.19,3667.61,473.24,675.0,-3194.37,GOOD,Performing well - maintain current stock,Key SKU for Cluster C - performing 675.0% below average
S0011,Hyderabad,South,C,Near Schools,SKU00199,Beverages,Miko,Premium,108.06,49.9,3674.04,453.85,709.52,-3220.19,GOOD,Performing well - maintain current stock,Key SKU for Cluster C - performing 709.5% below average
S0030,Bangalore,South,C,Near Schools,SKU00205,Staples,CoolSip,Premium,112.24,44.22,3703.92,468.17,691.14,-3235.75,GOOD,Performing well - maintain current stock,Key SKU for Cluster C - performing 691.1% below average
S0011,Hyderabad,South,C,Near Schools,SKU00084,Essentials,PureCare,Premium,105.62,33.45,3802.32,444.58,755.27,-3357.74,GOOD,Performing well - maintain current stock,Key SKU for Cluster C - performing 755.3% below average
S0051,Ahmedabad,West,C,Near Schools,SKU00198,Kids,ChillFrost,Premium,116.78,40.8,3853.74,483.5,697.05,-3370.24,GOOD,Performing well - maintain current stock,Key SKU for Cluster C - performing 697.0% below average
S0091,Mumbai,West,C,Near Schools,SKU00231,Essentials,BakeWell,Standard,109.76,45.36,3841.6,440.48,772.14,-3401.12,GOOD,Performing well - maintain current stock,Key SKU for Cluster C - performing 772.1% below average
S0041,Pune,West,C,Near Schools,SKU00174,Staples,FizMax,Premium,119.68,15.71,3949.44,478.16,725.97,-3471.28,GOOD,Performing well - maintain current stock,Key SKU for Cluster C - performing 726.0% below average
S0049,Chennai,South,C,Near Schools,SKU00125,Beverages,Miko,Premium,116.53,22.05,3962.02,487.46,712.79,-3474.56,GOOD,Performing well - maintain current stock,Key SKU for Cluster C - performing 712.8% below average
S0065,Chandigarh,North,C,Near Schools,SKU00292,Essentials,CoolSip,Premium,114.6,29.8,4011.0,480.52,734.73,-3530.48,GOOD,Performing well - maintain current stock,Key SKU for Cluster C - performing 734.7% below average
S0119,Chandigarh,North,C,Near Schools,SKU00138,Beverages,Miko,Premium,115.39,37.13,4038.65,476.63,747.33,-3562.02,GOOD,Performing well - maintain current stock,Key SKU for Cluster C - performing 747.3% below average
S0079,Pune,West,C,Near Schools,SKU00135,Beverages,BakeWell,Premium,119.1,46.53,4049.4,464.38,772.0,-3585.02,GOOD,Performing well - maintain current stock,Key SKU for Cluster C - performing 772.0% below average
S0079,Pune,West,C,Near Schools,SKU00218,Essentials,ChillFrost,Premium,107.91,37.89,4100.58,442.02,827.68,-3658.56,GOOD,Performing well - maintain current stock,Key SKU for Cluster C - performing 827.7% below average
S0111,Patna,East,C,Near Schools,SKU00064,Snacks,FizMax,Premium,105.11,23.1,4099.29,433.96,844.62,-3665.33,GOOD,Performing well - maintain current stock,Key SKU for Cluster C - performing 844.6% below average
S0058,Chennai,South,C,Near Schools,SKU00016,Staples,BakeWell,Premium,115.74,33.7,4166.64,462.96,800.0,-3703.68,GOOD,Performing well - maintain current stock,Key SKU for Cluster C - performing 800.0% below average
S0065,Chandigarh,North,C,Near Schools,SKU00284,Kids,BakeWell,Premium,111.13,43.84,4222.94,457.59,822.86,-3765.35,GOOD,Performing well - maintain current stock,Key SKU for Cluster C - performing 822.9% below average
S0003,Ahmedabad,West,C,Near Schools,SKU00205,Staples,CoolSip,Premium,112.24,44.22,4265.12,468.17,811.02,-3796.95,GOOD,Performing well - maintain current stock,Key SKU for Cluster C - performing 811.0% below average
S0030,Bangalore,South,C,Near Schools,SKU00064,Snacks,FizMax,Premium,105.11,23.1,4309.51,433.96,893.07,-3875.55,GOOD,Performing well - maintain current stock,Key SKU for Cluster C - performing 893.1% below average
S0091,Mumbai,West,C,Near Schools,SKU00002,Beverages,PureCare,Premium,118.65,35.03,4390.05,486.7,802.01,-3903.35,GOOD,Performing well - maintain current stock,Key SKU for Cluster C - performing 802.0% below average
S0065,Chandigarh,North,C,Near Schools,SKU00075,Essentials,PureCare,Standard,111.97,47.89,4366.83,458.54,852.33,-3908.29,GOOD,Performing well - maintain current stock,Key SKU for Cluster C - performing 852.3% below average
S0119,Chandigarh,North,C,Near Schools,SKU00075,Essentials,PureCare,Standard,111.97,47.89,4366.83,458.54,852.33,-3908.29,GOOD,Performing well - maintain current stock,Key SKU for Cluster C - performing 852.3% below average
S0011,Hyderabad,South,C,Near Schools,SKU00072,Staples,CoolSip,Premium,104.97,31.83,4408.74,425.21,936.84,-3983.53,GOOD,Performing well - maintain current stock,Key SKU for Cluster C - performing 936.8% below average
S0041,Pune,West,C,Near Schools,SKU00292,Essentials,CoolSip,Premium,114.6,29.8,4469.4,480.52,830.13,-3988.88,GOOD,Performing well - maintain current stock,Key SKU for Cluster C - performing 830.1% below average
S0011,Hyderabad,South,C,Near Schools,SKU00016,Staples,BakeWell,Premium,115.74,33.7,4513.86,462.96,875.0,-4050.9,GOOD,Performing well - maintain current stock,Key SKU for Cluster C - performing 875.0% below average
S0119,Chandigarh,North,C,Near Schools,SKU00204,Beverages,BakeWell,Premium,106.78,29.88,4484.76,430.3,942.24,-4054.46,GOOD,Performing well - maintain current stock,Key SKU for Cluster C - performing 942.2% below average
S0111,Patna,East,C,Near Schools,SKU00174,Staples,FizMax,Premium,119.68,15.71,4547.84,478.16,851.12,-4069.68,GOOD,Performing well - maintain current stock,Key SKU for Cluster C - performing 851.1% below average
S0041,Pune,West,C,Near Schools,SKU00010,Essentials,CoolSip,Premium,103.74,48.76,4564.56,429.59,962.54,-4134.97,GOOD,Performing well - maintain current stock,Key SKU for Cluster C - performing 962.5% below average
S0003,Ahmedabad,West,C,Near Schools,SKU00138,Beverages,Miko,Premium,115.39,37.13,4615.6,476.63,868.38,-4138.97,GOOD,Performing well - maintain current stock,Key SKU for Cluster C - performing 868.4% below average
S0003,Ahmedabad,West,C,Near Schools,SKU00135,Beverages,BakeWell,Premium,119.1,46.53,4644.9,464.38,900.24,-4180.52,GOOD,Performing well - maintain current stock,Key SKU for Cluster C - performing 900.2% below average
S0065,Chandigarh,North,C,Near Schools,SKU00174,Staples,FizMax,Premium,119.68,15.71,4667.52,478.16,876.15,-4189.36,GOOD,Performing well - maintain current stock,Key SKU for Cluster C - performing 876.2% below average
S0058,Chennai,South,C,Near Schools,SKU00218,Essentials,ChillFrost,Premium,107.91,37.89,4640.13,442.02,949.74,-4198.11,GOOD,Performing well - maintain current stock,Key SKU for Cluster C - performing 949.7% below average
S0119,Chandigarh,North,C,Near Schools,SKU00026,Staples,CoolSip,Premium,114.59,44.72,4698.19,477.61,883.68,-4220.58,GOOD,Performing well - maintain current stock,Key SKU for Cluster C - performing 883.7% below average
S0049,Chennai,South,C,Near Schools,SKU00284,Kids,BakeWell,Premium,111.13,43.84,4778.59,457.59,944.29,-4321.0,GOOD,Performing well - maintain current stock,Key SKU for Cluster C - performing 944.3% below average
S0058,Chennai,South,C,Near Schools,SKU00014,Frozen,BakeWell,Premium,106.65,22.09,4799.25,450.0,966.5,-4349.25,GOOD,Performing well - maintain current stock,Key SKU for Cluster C - performing 966.5% below average
S0091,Mumbai,West,C,Near Schools,SKU00131,Frozen,Miko,Premium,118.31,17.19,4850.71,473.24,925.0,-4377.47,GOOD,Performing well - maintain current stock,Key SKU for Cluster C - performing 925.0% below average
S0091,Mumbai,West,C,Near Schools,SKU00091,Kids,Miko,Premium,119.5,34.38,4899.5,521.06,840.29,-4378.44,GOOD,Performing well - maintain current stock,Key SKU for Cluster C - performing 840.3% below average
