store_id,city,region,cluster,cluster_persona,lacking_sku,category,brand,sku_segment,price,margin_pct,current_revenue,cluster_avg_revenue,gap_percentage,potential_revenue_gain,severity,recommended_action,reason
S0013,Patna,East,D,Hot Climate + Low Footfall,SKU00308,Beverages,San Pellegrino,Premium,125.0,40,21000.0,1199.85,1650.22,-19800.15,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 1650.2% below average
S0053,Chandigarh,North,D,Hot Climate + Low Footfall,SKU00320,Beverages,Monster Energy,Premium,195.0,45,21255.0,1293.34,1543.42,-19961.66,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 1543.4% below average
S0008,Delhi,North,D,Hot Climate + Low Footfall,SKU00317,Beverages,Red Bull,Premium,170.95,45,21197.8,1168.55,1714.02,-20029.25,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 1714.0% below average
S0053,Chandigarh,North,D,Hot Climate + Low Footfall,SKU00306,Beverages,Perrier,Premium,150.0,40,21600.0,1418.49,1422.74,-20181.51,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 1422.7% below average
S0042,Mumbai,West,D,Hot Climate + Low Footfall,SKU00317,Beverages,Red Bull,Premium,170.95,45,21539.7,1168.55,1743.28,-20371.15,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 1743.3% below average
S0118,Bhubaneswar,East,D,Hot Climate + Low Footfall,SKU00321,Beverages,Monster Energy,Premium,202.95,45,21715.65,1339.13,1521.62,-20376.52,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 1521.6% below average
S0053,Chandigarh,North,D,Hot Climate + Low Footfall,SKU00318,Beverages,Red Bull,Premium,175.0,45,21525.0,1147.74,1775.42,-20377.26,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 1775.4% below average
S0057,Delhi,North,D,Hot Climate + Low Footfall,SKU00310,Beverages,San Pellegrino,Premium,175.0,40,22050.0,1661.58,1227.05,-20388.42,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 1227.1% below average
S0005,Lucknow,North,D,Hot Climate + Low Footfall,SKU00318,Beverages,Red Bull,Premium,175.0,45,21700.0,1147.74,1790.67,-20552.26,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 1790.7% below average
S0004,Bangalore,South,D,Hot Climate + Low Footfall,SKU00307,Beverages,Perrier,Premium,175.0,40,22400.0,1620.44,1282.34,-20779.56,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 1282.3% below average
S0054,Lucknow,North,D,Hot Climate + Low Footfall,SKU00305,Beverages,Perrier,Premium,133.0,40,22078.0,1279.73,1625.21,-20798.27,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 1625.2% below average
S0042,Mumbai,West,D,Hot Climate + Low Footfall,SKU00321,Beverages,Monster Energy,Premium,202.95,45,22527.45,1339.13,1582.24,-21188.32,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 1582.2% below average
S0066,Bangalore,South,D,Hot Climate + Low Footfall,SKU00327,Beverages,Hell Energy,Premium,195.0,45,22815.0,1301.91,1652.42,-21513.09,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 1652.4% below average
S0036,Kolkata,East,D,Hot Climate + Low Footfall,SKU00327,Beverages,Hell Energy,Premium,195.0,45,23010.0,1301.91,1667.4,-21708.09,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 1667.4% below average
S0098,Chennai,South,D,Hot Climate + Low Footfall,SKU00321,Beverages,Monster Energy,Premium,202.95,45,23136.3,1339.13,1627.71,-21797.17,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 1627.7% below average
S0117,Hyderabad,South,D,Hot Climate + Low Footfall,SKU00317,Beverages,Red Bull,Premium,170.95,45,23078.25,1168.55,1874.94,-21909.7,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 1874.9% below average
S0105,Hyderabad,South,D,Hot Climate + Low Footfall,SKU00301,Beverages,Evian,Premium,130.0,40,23140.0,1206.55,1817.86,-21933.45,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 1817.9% below average
S0066,Bangalore,South,D,Hot Climate + Low Footfall,SKU00318,Beverages,Red Bull,Premium,175.0,45,23450.0,1147.74,1943.14,-22302.26,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 1943.1% below average
S0083,Mumbai,West,D,Hot Climate + Low Footfall,SKU00327,Beverages,Hell Energy,Premium,195.0,45,23985.0,1301.91,1742.29,-22683.09,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 1742.3% below average
S0083,Mumbai,West,D,Hot Climate + Low Footfall,SKU00320,Beverages,Monster Energy,Premium,195.0,45,23985.0,1293.34,1754.5,-22691.66,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 1754.5% below average
S0036,Kolkata,East,D,Hot Climate + Low Footfall,SKU00323,Beverages,Rockstar,Premium,195.0,45,23985.0,1248.59,1820.97,-22736.41,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 1821.0% below average
S0117,Hyderabad,South,D,Hot Climate + Low Footfall,SKU00342,Beverages,Tropicana Premium,Premium,200.0,40,24200.0,1317.0,1737.5,-22883.0,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 1737.5% below average
S0057,Delhi,North,D,Hot Climate + Low Footfall,SKU00356,Beverages,Lipton Ice Tea Premium,Premium,170.0,45,24140.0,1137.77,2021.69,-23002.23,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 2021.7% below average
S0061,Kolkata,East,D,Hot Climate + Low Footfall,SKU00327,Beverages,Hell Energy,Premium,195.0,45,24375.0,1301.91,1772.25,-23073.09,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 1772.2% below average
S0066,Bangalore,South,D,Hot Climate + Low Footfall,SKU00301,Beverages,Evian,Premium,130.0,40,24310.0,1206.55,1914.83,-23103.45,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 1914.8% below average
S0052,Mumbai,West,D,Hot Climate + Low Footfall,SKU00320,Beverages,Monster Energy,Premium,195.0,45,24765.0,1293.34,1814.81,-23471.66,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 1814.8% below average
S0008,Delhi,North,D,Hot Climate + Low Footfall,SKU00302,Beverages,Evian,Premium,155.0,40,24955.0,1443.56,1628.71,-23511.44,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 1628.7% below average
S0098,Chennai,South,D,Hot Climate + Low Footfall,SKU00323,Beverages,Rockstar,Premium,195.0,45,24960.0,1248.59,1899.06,-23711.41,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 1899.1% below average
S0005,Lucknow,North,D,Hot Climate + Low Footfall,SKU00309,Beverages,San Pellegrino,Premium,150.0,40,25200.0,1383.09,1722.0,-23816.91,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 1722.0% below average
S0013,Patna,East,D,Hot Climate + Low Footfall,SKU00323,Beverages,Rockstar,Premium,195.0,45,25155.0,1248.59,1914.68,-23906.41,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 1914.7% below average
S0117,Hyderabad,South,D,Hot Climate + Low Footfall,SKU00308,Beverages,San Pellegrino,Premium,125.0,40,25125.0,1199.85,1994.01,-23925.15,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 1994.0% below average
S0117,Hyderabad,South,D,Hot Climate + Low Footfall,SKU00348,Beverages,Minute Maid Pulpy,Premium,248.0,40,25544.0,1613.34,1483.29,-23930.66,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 1483.3% below average
S0066,Bangalore,South,D,Hot Climate + Low Footfall,SKU00308,Beverages,San Pellegrino,Premium,125.0,40,25250.0,1199.85,2004.43,-24050.15,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 2004.4% below average
S0005,Lucknow,North,D,Hot Climate + Low Footfall,SKU00323,Beverages,Rockstar,Premium,195.0,45,25350.0,1248.59,1930.29,-24101.41,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 1930.3% below average
S0015,Lucknow,North,D,Hot Climate + Low Footfall,SKU00301,Beverages,Evian,Premium,130.0,40,25480.0,1206.55,2011.8,-24273.45,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 2011.8% below average
S0053,Chandigarh,North,D,Hot Climate + Low Footfall,SKU00308,Beverages,San Pellegrino,Premium,125.0,40,25750.0,1199.85,2046.1,-24550.15,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 2046.1% below average
S0052,Mumbai,West,D,Hot Climate + Low Footfall,SKU00307,Beverages,Perrier,Premium,175.0,40,26250.0,1620.44,1519.93,-24629.56,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 1519.9% below average
S0083,Mumbai,West,D,Hot Climate + Low Footfall,SKU00323,Beverages,Rockstar,Premium,195.0,45,25935.0,1248.59,1977.15,-24686.41,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 1977.1% below average
S0061,Kolkata,East,D,Hot Climate + Low Footfall,SKU00345,Beverages,Real Activ,Premium,210.0,40,26040.0,1350.75,1827.82,-24689.25,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 1827.8% below average
S0083,Mumbai,West,D,Hot Climate + Low Footfall,SKU00310,Beverages,San Pellegrino,Premium,175.0,40,26425.0,1661.58,1490.36,-24763.42,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 1490.4% below average
S0005,Lucknow,North,D,Hot Climate + Low Footfall,SKU00317,Beverages,Red Bull,Premium,170.95,45,25984.4,1168.55,2123.64,-24815.85,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 2123.6% below average
S0118,Bhubaneswar,East,D,Hot Climate + Low Footfall,SKU00301,Beverages,Evian,Premium,130.0,40,26390.0,1206.55,2087.22,-25183.45,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 2087.2% below average
S0052,Mumbai,West,D,Hot Climate + Low Footfall,SKU00323,Beverages,Rockstar,Premium,195.0,45,26520.0,1248.59,2024.0,-25271.41,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 2024.0% below average
S0028,Chandigarh,North,D,Hot Climate + Low Footfall,SKU00318,Beverages,Red Bull,Premium,175.0,45,26425.0,1147.74,2202.35,-25277.26,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 2202.3% below average
S0098,Chennai,South,D,Hot Climate + Low Footfall,SKU00317,Beverages,Red Bull,Premium,170.95,45,26497.25,1168.55,2167.53,-25328.7,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 2167.5% below average
S0028,Chandigarh,North,D,Hot Climate + Low Footfall,SKU00356,Beverages,Lipton Ice Tea Premium,Premium,170.0,45,26520.0,1137.77,2230.87,-25382.23,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 2230.9% below average
S0066,Bangalore,South,D,Hot Climate + Low Footfall,SKU00320,Beverages,Monster Energy,Premium,195.0,45,26715.0,1293.34,1965.58,-25421.66,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 1965.6% below average
S0052,Mumbai,West,D,Hot Climate + Low Footfall,SKU00318,Beverages,Red Bull,Premium,175.0,45,26600.0,1147.74,2217.6,-25452.26,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 2217.6% below average
S0083,Mumbai,West,D,Hot Climate + Low Footfall,SKU00356,Beverages,Lipton Ice Tea Premium,Premium,170.0,45,26860.0,1137.77,2260.75,-25722.23,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 2260.8% below average
S0015,Lucknow,North,D,Hot Climate + Low Footfall,SKU00317,Beverages,Red Bull,Premium,170.95,45,27010.1,1168.55,2211.41,-25841.55,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 2211.4% below average
S0117,Hyderabad,South,D,Hot Climate + Low Footfall,SKU00325,Beverages,Burn,Premium,195.0,45,27300.0,1294.65,2008.67,-26005.35,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 2008.7% below average
S0061,Kolkata,East,D,Hot Climate + Low Footfall,SKU00301,Beverages,Evian,Premium,130.0,40,27300.0,1206.55,2162.64,-26093.45,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 2162.6% below average
S0061,Kolkata,East,D,Hot Climate + Low Footfall,SKU00346,Beverages,Paper Boat Premium,Premium,260.0,40,27820.0,1707.55,1529.23,-26112.45,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 1529.2% below average
S0054,Lucknow,North,D,Hot Climate + Low Footfall,SKU00342,Beverages,Tropicana Premium,Premium,200.0,40,27600.0,1317.0,1995.67,-26283.0,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 1995.7% below average
S0057,Delhi,North,D,Hot Climate + Low Footfall,SKU00327,Beverages,Hell Energy,Premium,195.0,45,27690.0,1301.91,2026.87,-26388.09,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 2026.9% below average
S0028,Chandigarh,North,D,Hot Climate + Low Footfall,SKU00302,Beverages,Evian,Premium,155.0,40,28055.0,1443.56,1843.46,-26611.44,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 1843.5% below average
S0013,Patna,East,D,Hot Climate + Low Footfall,SKU00318,Beverages,Red Bull,Premium,175.0,45,27825.0,1147.74,2324.33,-26677.26,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 2324.3% below average
S0028,Chandigarh,North,D,Hot Climate + Low Footfall,SKU00317,Beverages,Red Bull,Premium,170.95,45,27864.85,1168.55,2284.56,-26696.3,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 2284.6% below average
S0057,Delhi,North,D,Hot Climate + Low Footfall,SKU00302,Beverages,Evian,Premium,155.0,40,28365.0,1443.56,1864.94,-26921.44,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 1864.9% below average
S0008,Delhi,North,D,Hot Climate + Low Footfall,SKU00320,Beverages,Monster Energy,Premium,195.0,45,28275.0,1293.34,2086.2,-26981.66,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 2086.2% below average
S0013,Patna,East,D,Hot Climate + Low Footfall,SKU00342,Beverages,Tropicana Premium,Premium,200.0,40,28400.0,1317.0,2056.41,-27083.0,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 2056.4% below average
S0013,Patna,East,D,Hot Climate + Low Footfall,SKU00327,Beverages,Hell Energy,Premium,195.0,45,28470.0,1301.91,2086.78,-27168.09,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 2086.8% below average
S0105,Hyderabad,South,D,Hot Climate + Low Footfall,SKU00342,Beverages,Tropicana Premium,Premium,200.0,40,28800.0,1317.0,2086.78,-27483.0,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 2086.8% below average
S0118,Bhubaneswar,East,D,Hot Climate + Low Footfall,SKU00320,Beverages,Monster Energy,Premium,195.0,45,28860.0,1293.34,2131.43,-27566.66,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 2131.4% below average
S0008,Delhi,North,D,Hot Climate + Low Footfall,SKU00323,Beverages,Rockstar,Premium,195.0,45,28860.0,1248.59,2211.41,-27611.41,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 2211.4% below average
S0015,Lucknow,North,D,Hot Climate + Low Footfall,SKU00313,Beverages,Voss,Premium,187.5,40,29625.0,1757.37,1585.76,-27867.63,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 1585.8% below average
S0015,Lucknow,North,D,Hot Climate + Low Footfall,SKU00305,Beverages,Perrier,Premium,133.0,40,29260.0,1279.73,2186.43,-27980.27,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 2186.4% below average
S0054,Lucknow,North,D,Hot Climate + Low Footfall,SKU00321,Beverages,Monster Energy,Premium,202.95,45,29427.75,1339.13,2097.53,-28088.62,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 2097.5% below average
S0004,Bangalore,South,D,Hot Climate + Low Footfall,SKU00327,Beverages,Hell Energy,Premium,195.0,45,29445.0,1301.91,2161.67,-28143.09,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 2161.7% below average
S0118,Bhubaneswar,East,D,Hot Climate + Low Footfall,SKU00308,Beverages,San Pellegrino,Premium,125.0,40,29375.0,1199.85,2348.23,-28175.15,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 2348.2% below average
S0042,Mumbai,West,D,Hot Climate + Low Footfall,SKU00308,Beverages,San Pellegrino,Premium,125.0,40,29500.0,1199.85,2358.64,-28300.15,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 2358.6% below average
S0118,Bhubaneswar,East,D,Hot Climate + Low Footfall,SKU00305,Beverages,Perrier,Premium,133.0,40,29792.0,1279.73,2228.0,-28512.27,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 2228.0% below average
S0057,Delhi,North,D,Hot Climate + Low Footfall,SKU00325,Beverages,Burn,Premium,195.0,45,29835.0,1294.65,2204.48,-28540.35,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 2204.5% below average
S0036,Kolkata,East,D,Hot Climate + Low Footfall,SKU00350,Beverages,Naked Juice,Premium,254.0,40,30226.0,1624.5,1760.63,-28601.5,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 1760.6% below average
S0105,Hyderabad,South,D,Hot Climate + Low Footfall,SKU00306,Beverages,Perrier,Premium,150.0,40,30300.0,1418.49,2036.07,-28881.51,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 2036.1% below average
S0015,Lucknow,North,D,Hot Climate + Low Footfall,SKU00308,Beverages,San Pellegrino,Premium,125.0,40,30375.0,1199.85,2431.57,-29175.15,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 2431.6% below average
S0042,Mumbai,West,D,Hot Climate + Low Footfall,SKU00307,Beverages,Perrier,Premium,175.0,40,30800.0,1620.44,1800.72,-29179.56,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 1800.7% below average
S0105,Hyderabad,South,D,Hot Climate + Low Footfall,SKU00325,Beverages,Burn,Premium,195.0,45,31200.0,1294.65,2309.91,-29905.35,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 2309.9% below average
S0105,Hyderabad,South,D,Hot Climate + Low Footfall,SKU00308,Beverages,San Pellegrino,Premium,125.0,40,31750.0,1199.85,2546.17,-30550.15,GOOD,Performing well - maintain current stock,Key SKU for Cluster D - performing 2546.2% below average
