store_id,sku_id,cluster_label,city,category,brand,sku_segment,sales_units,sales_value,cluster_avg_revenue,performance_gap_pct,performance_status
S0001,SKU00103,B,Kolkata,Kids,CoolSip,Premium,30,3023.1,308.6957341576507,879.31,Star Performer
S0001,SKU00104,B,Kolkata,Snacks,PureCare,Premium,23,2666.62,345.43892575039496,671.95,Star Performer
S0001,SKU00105,B,Kolkata,Essentials,Miko,Standard,6,350.1,171.47233576642336,104.17,Star Performer
S0001,SKU00106,B,Kolkata,Frozen,FizMax,Standard,19,952.47,154.6144382022472,516.03,Star Performer
S0001,SKU00107,B,Kolkata,Snacks,FizMax,Premium,18,2149.92,362.57356125356125,492.96,Star Performer
S0001,SKU00108,B,Kolkata,Frozen,CoolSip,Value,13,303.55,72.41051912568307,319.21,Star Performer
S0001,SKU00109,B,Kolkata,Beverages,ChillFrost,Value,21,738.78,103.39360119047619,614.53,Star Performer
S0001,SKU00110,B,Kolkata,Kids,ChillFrost,Value,26,1478.6200000000001,173.36177419354837,752.91,Star Performer
S0001,SKU00111,B,Kolkata,Frozen,CoolSip,Standard,9,566.8199999999999,192.02817236255572,195.18,Star Performer
S0001,SKU00112,B,Kolkata,Staples,FizMax,Value,22,1384.9,188.66096096096098,634.07,Star Performer
S0001,SKU00113,B,Kolkata,Snacks,BakeWell,Value,11,501.49,144.98441441441443,245.89,Star Performer
S0001,SKU00114,B,Kolkata,Snacks,BakeWell,Standard,14,891.24,197.7170245398773,350.77,Star Performer
S0001,SKU00115,B,Kolkata,Kids,BakeWell,Value,15,359.84999999999997,73.78967492260061,387.67,Star Performer
S0001,SKU00116,B,Kolkata,Frozen,BakeWell,Standard,17,1777.35,321.7718220338983,452.36,Star Performer
S0001,SKU00117,B,Kolkata,Beverages,PureCare,Standard,20,893.8,134.7176811594203,563.46,Star Performer
S0001,SKU00118,B,Kolkata,Beverages,FizMax,Value,21,794.64,116.49865889212828,582.1,Star Performer
S0001,SKU00119,B,Kolkata,Frozen,PureCare,Premium,21,2264.43,329.73196816208394,586.75,Star Performer
S0001,SKU00120,B,Kolkata,Kids,BakeWell,Standard,9,131.22,43.113120665742024,204.36,Star Performer
S0001,SKU00121,B,Kolkata,Frozen,CoolSip,Standard,7,97.37,41.920258358662615,132.27,Star Performer
S0001,SKU00122,B,Kolkata,Frozen,CoolSip,Premium,17,1635.74,287.35972972972974,469.23,Star Performer
S0001,SKU00123,B,Kolkata,Staples,FizMax,Value,24,458.16,56.85197080291971,705.88,Star Performer
S0001,SKU00124,B,Kolkata,Beverages,FizMax,Value,26,607.1,70.15962441314554,765.31,Star Performer
S0001,SKU00125,B,Kolkata,Beverages,Miko,Premium,27,3146.3100000000004,342.0063015873016,819.96,Star Performer
S0001,SKU00126,B,Kolkata,Staples,BakeWell,Premium,11,1015.19,284.1745357686454,257.24,Star Performer
S0001,SKU00127,B,Kolkata,Snacks,PureCare,Standard,32,2426.88,233.79070202808117,938.06,Star Performer
S0001,SKU00128,B,Kolkata,Snacks,FizMax,Value,22,882.64,122.68048706240488,619.46,Star Performer
S0001,SKU00129,B,Kolkata,Staples,BakeWell,Premium,21,1761.06,251.57999999999998,600.0,Star Performer
S0001,SKU00130,B,Kolkata,Beverages,FizMax,Premium,10,930.5,295.273201174743,215.13,Star Performer
S0001,SKU00131,B,Kolkata,Frozen,Miko,Premium,37,4377.47,358.23474860335193,1121.96,Star Performer
S0001,SKU00132,B,Kolkata,Snacks,BakeWell,Value,19,382.09,60.389147058823525,532.71,Star Performer
S0001,SKU00133,B,Kolkata,Essentials,CoolSip,Premium,24,1798.56,220.49872534142642,715.68,Star Performer
S0001,SKU00134,B,Kolkata,Essentials,ChillFrost,Premium,19,2023.31,343.9126711409396,488.32,Star Performer
S0001,SKU00135,B,Kolkata,Beverages,BakeWell,Premium,12,1429.1999999999998,356.4306569343065,300.98,Star Performer
S0001,SKU00136,B,Kolkata,Snacks,PureCare,Premium,13,1191.58,272.20242424242423,337.76,Star Performer
S0001,SKU00137,B,Kolkata,Beverages,BakeWell,Value,15,1064.3999999999999,212.98328966521106,399.76,Star Performer
S0001,SKU00138,B,Kolkata,Beverages,Miko,Premium,29,3346.31,353.9432784431138,845.44,Star Performer
S0001,SKU00139,B,Kolkata,Staples,CoolSip,Value,10,237.2,70.48934523809524,236.5,Star Performer
S0001,SKU00140,B,Kolkata,Staples,FizMax,Value,10,829.3,252.87899845916795,227.94,Star Performer
S0001,SKU00141,B,Kolkata,Staples,ChillFrost,Standard,11,1070.96,278.95115151515154,283.92,Star Performer
S0001,SKU00142,B,Kolkata,Essentials,CoolSip,Standard,16,343.36,65.57222222222222,423.64,Star Performer
S0001,SKU00143,B,Kolkata,Staples,CoolSip,Value,14,175.28,40.299939209726446,334.94,Star Performer
S0001,SKU00144,B,Kolkata,Staples,BakeWell,Premium,20,1926.8000000000002,299.622009569378,543.08,Star Performer
S0001,SKU00145,B,Kolkata,Essentials,Miko,Premium,8,727.28,271.445557299843,167.93,Star Performer
S0001,SKU00146,B,Kolkata,Frozen,CoolSip,Premium,21,2516.22,371.0670044709389,578.1,Star Performer
S0001,SKU00147,B,Kolkata,Staples,ChillFrost,Standard,17,503.37,92.63636771300449,443.38,Star Performer
S0001,SKU00148,B,Kolkata,Frozen,PureCare,Value,18,1343.7,220.21750000000003,510.17,Star Performer
S0001,SKU00149,B,Kolkata,Frozen,CoolSip,Premium,27,2009.8799999999999,227.31976119402984,784.16,Star Performer
S0001,SKU00150,B,Kolkata,Essentials,BakeWell,Value,10,385.20000000000005,115.78962742175858,232.67,Star Performer
S0001,SKU00151,B,Kolkata,Essentials,PureCare,Value,23,1389.2,177.1081001472754,684.38,Star Performer
S0001,SKU00152,B,Kolkata,Staples,FizMax,Value,25,1451.25,175.435917721519,727.23,Star Performer
S0001,SKU00153,B,Kolkata,Kids,PureCare,Premium,15,1672.35,316.71787202380955,428.03,Star Performer
S0001,SKU00154,B,Kolkata,Snacks,Miko,Standard,17,685.61,119.72023988005996,472.68,Star Performer
S0001,SKU00155,B,Kolkata,Staples,FizMax,Premium,23,2195.12,285.0417857142857,670.1,Star Performer
S0001,SKU00156,B,Kolkata,Kids,FizMax,Value,30,759.6,74.9786046511628,913.09,Star Performer
S0001,SKU00157,B,Kolkata,Frozen,BakeWell,Premium,15,1516.05,298.3464812030075,408.15,Star Performer
S0001,SKU00158,B,Kolkata,Snacks,FizMax,Premium,14,1147.44,248.63882187938287,361.49,Star Performer
S0001,SKU00159,B,Kolkata,Frozen,BakeWell,Premium,21,2444.61,358.80262848751835,581.32,Star Performer
S0001,SKU00160,B,Kolkata,Kids,FizMax,Premium,21,2174.97,302.9078286558345,618.03,Star Performer
S0001,SKU00161,B,Kolkata,Essentials,ChillFrost,Premium,14,975.52,211.49929411764708,361.24,Star Performer
S0001,SKU00162,B,Kolkata,Staples,Miko,Value,10,633.2,193.48306766917295,227.26,Star Performer
S0001,SKU00163,B,Kolkata,Snacks,FizMax,Standard,15,829.35,163.24495548961426,408.04,Star Performer
S0001,SKU00164,B,Kolkata,Frozen,CoolSip,Standard,32,3114.88,287.124201183432,984.85,Star Performer
S0001,SKU00165,B,Kolkata,Kids,ChillFrost,Premium,13,1208.35,286.08732824427483,322.37,Star Performer
S0001,SKU00166,B,Kolkata,Kids,CoolSip,Premium,29,1729.56,180.49177159590045,858.25,Star Performer
S0001,SKU00167,B,Kolkata,Beverages,Miko,Premium,21,2310.21,344.7310360360361,570.15,Star Performer
S0001,SKU00168,B,Kolkata,Beverages,FizMax,Premium,11,1048.52,292.7355735056543,258.18,Star Performer
S0001,SKU00169,B,Kolkata,Kids,PureCare,Standard,15,606.15,122.22705370101596,395.92,Star Performer
S0001,SKU00170,B,Kolkata,Snacks,ChillFrost,Premium,20,1945.2,302.0328843338214,544.04,Star Performer
S0001,SKU00171,B,Kolkata,Frozen,CoolSip,Standard,18,1184.04,201.94940145985402,486.31,Star Performer
S0001,SKU00172,B,Kolkata,Kids,CoolSip,Value,17,993.48,180.15338345864663,451.46,Star Performer
S0001,SKU00173,B,Kolkata,Kids,Miko,Premium,21,2443.98,346.0593529411764,606.23,Star Performer
S0001,SKU00174,B,Kolkata,Staples,FizMax,Premium,14,1675.52,346.6593103448276,383.33,Star Performer
S0001,SKU00175,B,Kolkata,Essentials,CoolSip,Value,16,211.68,42.97708333333333,392.54,Star Performer
S0001,SKU00176,B,Kolkata,Frozen,ChillFrost,Value,7,298.27,129.641862170088,130.07,Star Performer
S0001,SKU00177,B,Kolkata,Kids,CoolSip,Premium,20,2007.6,291.6924705882353,588.26,Star Performer
S0001,SKU00178,B,Kolkata,Staples,ChillFrost,Standard,21,1423.8,202.98784194528875,601.42,Star Performer
S0001,SKU00179,B,Kolkata,Staples,BakeWell,Value,15,384.3,72.91551569506727,427.05,Star Performer
S0001,SKU00180,B,Kolkata,Frozen,Miko,Premium,16,1640.96,307.0359811616955,434.45,Star Performer
S0001,SKU00181,B,Kolkata,Beverages,BakeWell,Standard,15,325.5,65.0660406885759,400.26,Star Performer
S0001,SKU00182,B,Kolkata,Kids,PureCare,Standard,14,251.85999999999999,54.95465976331361,358.31,Star Performer
S0001,SKU00183,B,Kolkata,Beverages,Miko,Value,11,367.29,104.6584918032787,250.94,Star Performer
S0001,SKU00184,B,Kolkata,Staples,ChillFrost,Premium,22,2073.94,265.3922042139384,681.46,Star Performer
S0001,SKU00185,B,Kolkata,Frozen,Miko,Value,20,200.4,30.516794117647056,556.69,Star Performer
S0001,SKU00186,B,Kolkata,Essentials,Miko,Value,29,1606.6,163.24533333333332,884.16,Star Performer
S0001,SKU00187,B,Kolkata,Beverages,Miko,Premium,24,2790.96,352.3144146685473,692.18,Star Performer
S0001,SKU00188,B,Kolkata,Frozen,CoolSip,Premium,20,2046.8000000000002,321.5119416058394,536.62,Star Performer
S0001,SKU00189,B,Kolkata,Frozen,PureCare,Standard,19,1517.34,250.2359820089955,506.36,Star Performer
S0001,SKU00190,B,Kolkata,Essentials,PureCare,Value,43,648.01,45.83215596330275,1313.88,Star Performer
S0001,SKU00191,B,Kolkata,Essentials,PureCare,Premium,20,1806.6,272.44055474452557,563.12,Star Performer
S0001,SKU00192,B,Kolkata,Snacks,BakeWell,Value,20,948.8,144.51171385991057,556.56,Star Performer
S0001,SKU00193,B,Kolkata,Staples,Miko,Standard,25,1852.75,228.99272475795297,709.09,Star Performer
S0001,SKU00194,B,Kolkata,Essentials,ChillFrost,Value,15,1138.35,232.114009009009,390.43,Star Performer
S0001,SKU00195,B,Kolkata,Beverages,CoolSip,Value,19,325.28000000000003,49.92301013024603,551.56,Star Performer
S0001,SKU00196,B,Kolkata,Staples,Miko,Value,22,552.86,74.30747692307692,644.02,Star Performer
S0001,SKU00197,B,Kolkata,Frozen,ChillFrost,Premium,12,1047.48,268.62619195046443,289.94,Star Performer
S0001,SKU00198,B,Kolkata,Kids,ChillFrost,Premium,16,1868.48,364.4693586005831,412.66,Star Performer
S0001,SKU00199,B,Kolkata,Beverages,Miko,Premium,19,2053.14,319.9698701298701,541.67,Star Performer
S0001,SKU00200,B,Kolkata,Frozen,CoolSip,Standard,10,616.5999999999999,189.7156426332288,225.01,Star Performer
S0001,SKU00201,B,Kolkata,Staples,BakeWell,Standard,31,1015.8700000000001,97.79356733524355,938.79,Star Performer
S0001,SKU00202,B,Kolkata,Staples,CoolSip,Standard,16,350.08,68.67445255474452,409.77,Star Performer
S0001,SKU00203,B,Kolkata,Staples,CoolSip,Premium,26,2924.74,339.03019417475724,762.68,Star Performer
S0001,SKU00204,B,Kolkata,Beverages,BakeWell,Premium,6,640.6800000000001,328.7994020926757,94.85,Star Performer
S0001,SKU00205,B,Kolkata,Staples,CoolSip,Premium,20,2244.7999999999997,350.58096385542166,540.31,Star Performer
S0001,SKU00206,B,Kolkata,Kids,BakeWell,Value,16,614.4,114.42121684867395,436.96,Star Performer
S0001,SKU00207,B,Kolkata,Kids,BakeWell,Standard,14,1468.88,305.33993808049536,381.06,Star Performer
S0001,SKU00208,B,Kolkata,Kids,FizMax,Premium,27,2245.86,255.17477419354842,780.13,Star Performer
S0001,SKU00209,B,Kolkata,Frozen,ChillFrost,Standard,26,2408.38,272.1656741573034,784.89,Star Performer
S0001,SKU00210,B,Kolkata,Snacks,BakeWell,Premium,17,1378.87,243.8909266943292,465.36,Star Performer
S0001,SKU00211,B,Kolkata,Frozen,PureCare,Value,10,269.8,84.62622093023256,218.81,Star Performer
S0001,SKU00212,B,Kolkata,Snacks,Miko,Value,21,1443.54,214.47705705705707,573.05,Star Performer
S0001,SKU00213,B,Kolkata,Frozen,PureCare,Value,22,1616.78,234.2278783151326,590.26,Star Performer
S0001,SKU00214,B,Kolkata,Beverages,PureCare,Premium,18,1854.36,313.24276691729324,491.99,Star Performer
S0001,SKU00215,B,Kolkata,Essentials,PureCare,Premium,2,209.58,327.0197615499255,-35.91,Underperformer
S0001,SKU00216,B,Kolkata,Frozen,ChillFrost,Premium,13,1215.89,296.10514866979656,310.63,Star Performer
S0001,SKU00217,B,Kolkata,Frozen,Miko,Standard,7,372.60999999999996,158.27828393135724,135.41,Star Performer
S0001,SKU00218,B,Kolkata,Essentials,ChillFrost,Premium,15,1618.65,313.5105939004815,416.3,Star Performer
S0001,SKU00219,B,Kolkata,Snacks,FizMax,Standard,28,300.72,33.384578313253016,800.78,Star Performer
S0001,SKU00220,B,Kolkata,Beverages,Miko,Standard,16,1226.24,244.80371014492752,400.91,Star Performer
S0001,SKU00221,B,Kolkata,Staples,ChillFrost,Value,20,509.2,77.18222222222222,559.74,Star Performer
S0001,SKU00222,B,Kolkata,Frozen,BakeWell,Standard,20,418.40000000000003,64.25651266766022,551.14,Star Performer
S0001,SKU00223,B,Kolkata,Snacks,FizMax,Premium,15,1397.7,289.1113595166163,383.45,Star Performer
S0001,SKU00224,B,Kolkata,Snacks,BakeWell,Value,16,819.68,157.0000146842878,422.09,Star Performer
S0001,SKU00225,B,Kolkata,Kids,PureCare,Value,11,458.91999999999996,125.28416666666665,266.3,Star Performer
S0001,SKU00226,B,Kolkata,Staples,BakeWell,Value,15,938.55,187.8029717682021,399.75,Star Performer
S0001,SKU00227,B,Kolkata,Frozen,CoolSip,Value,32,1384.32,137.2697910447761,908.47,Star Performer
S0001,SKU00228,B,Kolkata,Essentials,ChillFrost,Premium,24,2791.44,355.94280882352945,684.24,Star Performer
S0001,SKU00229,B,Kolkata,Essentials,BakeWell,Premium,15,1497.6,299.0376811594203,400.81,Star Performer
S0001,SKU00230,B,Kolkata,Kids,Miko,Premium,12,1166.16,281.54682563338304,314.2,Star Performer
S0001,SKU00231,B,Kolkata,Essentials,BakeWell,Standard,21,2304.96,347.806865248227,562.71,Star Performer
S0001,SKU00232,B,Kolkata,Frozen,BakeWell,Premium,13,1374.1000000000001,332.48992000000004,313.28,Star Performer
S0001,SKU00233,B,Kolkata,Essentials,ChillFrost,Premium,25,2662.0,316.2133333333333,741.84,Star Performer
S0001,SKU00234,B,Kolkata,Snacks,ChillFrost,Standard,32,2976.32,281.691653418124,956.59,Star Performer
S0001,SKU00235,B,Kolkata,Staples,PureCare,Premium,22,2063.6,284.24673748103186,625.99,Star Performer
S0001,SKU00236,B,Kolkata,Frozen,PureCare,Premium,16,1734.24,329.3007164634147,426.64,Star Performer
S0001,SKU00237,B,Kolkata,Essentials,PureCare,Standard,30,3118.2,311.9689111747851,899.52,Star Performer
S0001,SKU00238,B,Kolkata,Staples,CoolSip,Premium,21,1389.15,196.96459580838325,605.28,Star Performer
S0001,SKU00239,B,Kolkata,Staples,Miko,Premium,13,1377.0900000000001,321.46387283237,328.38,Star Performer
S0001,SKU00240,B,Kolkata,Kids,PureCare,Standard,14,1268.96,275.56178571428575,360.5,Star Performer
S0001,SKU00241,B,Kolkata,Frozen,FizMax,Value,33,656.04,61.296666666666674,970.27,Star Performer
S0001,SKU00242,B,Kolkata,Beverages,PureCare,Value,18,462.78,78.240672,491.48,Star Performer
S0001,SKU00243,B,Kolkata,Beverages,CoolSip,Value,15,322.2,63.68689024390244,405.91,Star Performer
