store_id,city,region,cluster,cluster_persona,lacking_sku,category,brand,sku_segment,price,margin_pct,current_revenue,cluster_avg_revenue,gap_percentage,potential_revenue_gain,severity,recommended_action,reason
S0077,Chennai,South,A,High Footfall + Urban + High Income,SKU00173,Kids,Miko,Premium,116.38,35.38,1280.18,350.22,265.53,-929.96,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 265.5% below average
S0074,Hyderabad,South,A,High Footfall + Urban + High Income,SKU00207,Kids,BakeWell,Standard,104.92,49.92,1259.04,303.23,315.21,-955.81,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 315.2% below average
S0074,Hyderabad,South,A,High Footfall + Urban + High Income,SKU00274,Kids,ChillFrost,Premium,118.92,41.63,1308.12,349.23,274.57,-958.89,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 274.6% below average
S0077,Chennai,South,A,High Footfall + Urban + High Income,SKU00107,Snacks,FizMax,Premium,119.44,47.97,1313.84,342.08,284.07,-971.76,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 284.1% below average
S0109,Kolkata,East,A,High Footfall + Urban + High Income,SKU00174,Staples,FizMax,Premium,119.68,15.71,1316.48,339.09,288.24,-977.39,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 288.2% below average
S0086,Chandigarh,North,A,High Footfall + Urban + High Income,SKU00203,Staples,CoolSip,Premium,112.49,36.1,1349.88,321.4,320.0,-1028.48,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 320.0% below average
S0114,Ahmedabad,West,A,High Footfall + Urban + High Income,SKU00043,Essentials,FizMax,Premium,117.35,38.21,1408.2,352.05,300.0,-1056.15,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 300.0% below average
S0024,Delhi,North,A,High Footfall + Urban + High Income,SKU00187,Beverages,Miko,Premium,116.29,45.54,1395.48,318.23,338.51,-1077.25,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 338.5% below average
S0045,Bangalore,South,A,High Footfall + Urban + High Income,SKU00187,Beverages,Miko,Premium,116.29,45.54,1395.48,318.23,338.51,-1077.25,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 338.5% below average
S0086,Chandigarh,North,A,High Footfall + Urban + High Income,SKU00174,Staples,FizMax,Premium,119.68,15.71,1436.16,339.09,323.53,-1097.07,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 323.5% below average
S0027,Kolkata,East,A,High Footfall + Urban + High Income,SKU00091,Kids,Miko,Premium,119.5,34.38,1434.0,332.29,331.55,-1101.71,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 331.5% below average
S0006,Lucknow,North,A,High Footfall + Urban + High Income,SKU00153,Kids,PureCare,Premium,111.49,33.47,1449.37,308.2,370.27,-1141.17,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 370.3% below average
S0033,Chennai,South,A,High Footfall + Urban + High Income,SKU00198,Kids,ChillFrost,Premium,116.78,40.8,1518.14,354.32,328.47,-1163.82,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 328.5% below average
S0087,Chandigarh,North,A,High Footfall + Urban + High Income,SKU00016,Staples,BakeWell,Premium,115.74,33.7,1504.62,324.27,364.0,-1180.35,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 364.0% below average
S0027,Kolkata,East,A,High Footfall + Urban + High Income,SKU00233,Essentials,ChillFrost,Premium,106.48,16.96,1490.72,308.91,382.57,-1181.81,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 382.6% below average
S0086,Chandigarh,North,A,High Footfall + Urban + High Income,SKU00131,Frozen,Miko,Premium,118.31,17.19,1538.03,346.53,343.84,-1191.5,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 343.8% below average
S0114,Ahmedabad,West,A,High Footfall + Urban + High Income,SKU00159,Frozen,BakeWell,Premium,116.41,43.6,1513.33,320.62,372.01,-1192.71,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 372.0% below average
S0086,Chandigarh,North,A,High Footfall + Urban + High Income,SKU00177,Kids,CoolSip,Premium,100.38,33.92,1505.7,311.35,383.61,-1194.35,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 383.6% below average
S0024,Delhi,North,A,High Footfall + Urban + High Income,SKU00263,Essentials,PureCare,Standard,112.39,45.6,1573.46,343.26,358.38,-1230.2,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 358.4% below average
S0006,Lucknow,North,A,High Footfall + Urban + High Income,SKU00177,Kids,CoolSip,Premium,100.38,33.92,1606.08,311.35,415.85,-1294.73,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 415.8% below average
S0086,Chandigarh,North,A,High Footfall + Urban + High Income,SKU00159,Frozen,BakeWell,Premium,116.41,43.6,1629.74,320.62,408.32,-1309.12,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 408.3% below average
S0050,Bangalore,South,A,High Footfall + Urban + High Income,SKU00282,Kids,PureCare,Premium,119.45,31.54,1672.3,335.09,399.05,-1337.21,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 399.1% below average
S0084,Patna,East,A,High Footfall + Urban + High Income,SKU00091,Kids,Miko,Premium,119.5,34.38,1673.0,332.29,403.47,-1340.71,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 403.5% below average
S0050,Bangalore,South,A,High Footfall + Urban + High Income,SKU00153,Kids,PureCare,Premium,111.49,33.47,1672.35,308.2,442.62,-1364.15,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 442.6% below average
S0040,Chennai,South,A,High Footfall + Urban + High Income,SKU00099,Essentials,FizMax,Standard,112.37,45.93,1685.55,318.38,429.41,-1367.17,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 429.4% below average
S0040,Chennai,South,A,High Footfall + Urban + High Income,SKU00215,Essentials,PureCare,Premium,104.79,29.34,1676.64,304.53,450.57,-1372.11,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 450.6% below average
S0024,Delhi,North,A,High Footfall + Urban + High Income,SKU00138,Beverages,Miko,Premium,115.39,37.13,1730.85,341.02,407.55,-1389.83,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 407.6% below average
S0114,Ahmedabad,West,A,High Footfall + Urban + High Income,SKU00173,Kids,Miko,Premium,116.38,35.38,1745.7,350.22,398.46,-1395.48,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 398.5% below average
S0109,Kolkata,East,A,High Footfall + Urban + High Income,SKU00104,Snacks,PureCare,Premium,115.94,30.77,1739.1,342.73,407.42,-1396.37,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 407.4% below average
S0087,Chandigarh,North,A,High Footfall + Urban + High Income,SKU00159,Frozen,BakeWell,Premium,116.41,43.6,1746.15,320.62,444.62,-1425.53,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 444.6% below average
S0074,Hyderabad,South,A,High Footfall + Urban + High Income,SKU00146,Frozen,CoolSip,Premium,119.82,17.34,1797.3,346.23,419.11,-1451.07,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 419.1% below average
S0084,Patna,East,A,High Footfall + Urban + High Income,SKU00146,Frozen,CoolSip,Premium,119.82,17.34,1797.3,346.23,419.11,-1451.07,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 419.1% below average
S0050,Bangalore,South,A,High Footfall + Urban + High Income,SKU00177,Kids,CoolSip,Premium,100.38,33.92,1806.84,311.35,480.33,-1495.49,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 480.3% below average
S0074,Hyderabad,South,A,High Footfall + Urban + High Income,SKU00026,Staples,CoolSip,Premium,114.59,44.72,1833.44,332.31,451.72,-1501.13,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 451.7% below average
S0095,Bhubaneswar,East,A,High Footfall + Urban + High Income,SKU00104,Snacks,PureCare,Premium,115.94,30.77,1855.04,342.73,441.25,-1512.31,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 441.2% below average
S0095,Bhubaneswar,East,A,High Footfall + Urban + High Income,SKU00198,Kids,ChillFrost,Premium,116.78,40.8,1868.48,354.32,427.35,-1514.16,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 427.3% below average
S0076,Bhubaneswar,East,A,High Footfall + Urban + High Income,SKU00263,Essentials,PureCare,Standard,112.39,45.6,1910.63,343.26,456.61,-1567.37,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 456.6% below average
S0074,Hyderabad,South,A,High Footfall + Urban + High Income,SKU00282,Kids,PureCare,Premium,119.45,31.54,1911.2,335.09,470.35,-1576.11,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 470.3% below average
S0087,Chandigarh,North,A,High Footfall + Urban + High Income,SKU00091,Kids,Miko,Premium,119.5,34.38,1912.0,332.29,475.39,-1579.71,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 475.4% below average
S0109,Kolkata,East,A,High Footfall + Urban + High Income,SKU00239,Staples,Miko,Premium,105.93,31.55,1906.74,320.6,494.74,-1586.14,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 494.7% below average
S0050,Bangalore,South,A,High Footfall + Urban + High Income,SKU00203,Staples,CoolSip,Premium,112.49,36.1,1912.33,321.4,495.0,-1590.93,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 495.0% below average
S0114,Ahmedabad,West,A,High Footfall + Urban + High Income,SKU00099,Essentials,FizMax,Standard,112.37,45.93,1910.29,318.38,500.0,-1591.91,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 500.0% below average
S0084,Patna,East,A,High Footfall + Urban + High Income,SKU00138,Beverages,Miko,Premium,115.39,37.13,1961.63,341.02,475.23,-1620.61,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 475.2% below average
S0084,Patna,East,A,High Footfall + Urban + High Income,SKU00292,Essentials,CoolSip,Premium,114.6,29.8,1948.2,327.19,495.44,-1621.01,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 495.4% below average
S0087,Chandigarh,North,A,High Footfall + Urban + High Income,SKU00043,Essentials,FizMax,Premium,117.35,38.21,1994.95,352.05,466.67,-1642.9,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 466.7% below average
S0087,Chandigarh,North,A,High Footfall + Urban + High Income,SKU00233,Essentials,ChillFrost,Premium,106.48,16.96,2023.12,308.91,554.92,-1714.21,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 554.9% below average
S0027,Kolkata,East,A,High Footfall + Urban + High Income,SKU00138,Beverages,Miko,Premium,115.39,37.13,2077.02,341.02,509.06,-1736.0,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 509.1% below average
S0045,Bangalore,South,A,High Footfall + Urban + High Income,SKU00199,Beverages,Miko,Premium,108.06,49.9,2053.14,314.24,553.36,-1738.9,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 553.4% below average
S0050,Bangalore,South,A,High Footfall + Urban + High Income,SKU00198,Kids,ChillFrost,Premium,116.78,40.8,2102.04,354.32,493.27,-1747.72,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 493.3% below average
S0095,Bhubaneswar,East,A,High Footfall + Urban + High Income,SKU00099,Essentials,FizMax,Standard,112.37,45.93,2135.03,318.38,570.59,-1816.65,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 570.6% below average
S0072,Kolkata,East,A,High Footfall + Urban + High Income,SKU00079,Snacks,FizMax,Premium,115.92,33.07,2202.48,353.83,522.47,-1848.65,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 522.5% below average
S0022,Lucknow,North,A,High Footfall + Urban + High Income,SKU00138,Beverages,Miko,Premium,115.39,37.13,2192.41,341.02,542.9,-1851.39,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 542.9% below average
S0006,Lucknow,North,A,High Footfall + Urban + High Income,SKU00187,Beverages,Miko,Premium,116.29,45.54,2209.51,318.23,594.3,-1891.28,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 594.3% below average
S0095,Bhubaneswar,East,A,High Footfall + Urban + High Income,SKU00215,Essentials,PureCare,Premium,104.79,29.34,2200.59,304.53,622.62,-1896.06,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 622.6% below average
S0072,Kolkata,East,A,High Footfall + Urban + High Income,SKU00131,Frozen,Miko,Premium,118.31,17.19,2247.89,346.53,548.69,-1901.36,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 548.7% below average
S0027,Kolkata,East,A,High Footfall + Urban + High Income,SKU00274,Kids,ChillFrost,Premium,118.92,41.63,2259.48,349.23,546.98,-1910.25,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 547.0% below average
S0027,Kolkata,East,A,High Footfall + Urban + High Income,SKU00135,Beverages,BakeWell,Premium,119.1,46.53,2262.9,332.91,579.72,-1929.99,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 579.7% below average
S0006,Lucknow,North,A,High Footfall + Urban + High Income,SKU00198,Kids,ChillFrost,Premium,116.78,40.8,2335.6,354.32,559.18,-1981.28,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 559.2% below average
S0072,Kolkata,East,A,High Footfall + Urban + High Income,SKU00207,Kids,BakeWell,Standard,104.92,49.92,2308.24,303.23,661.22,-2005.01,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 661.2% below average
S0120,Chandigarh,North,A,High Footfall + Urban + High Income,SKU00135,Beverages,BakeWell,Premium,119.1,46.53,2382.0,332.91,615.5,-2049.09,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 615.5% below average
S0109,Kolkata,East,A,High Footfall + Urban + High Income,SKU00026,Staples,CoolSip,Premium,114.59,44.72,2406.39,332.31,624.14,-2074.08,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 624.1% below average
S0022,Lucknow,North,A,High Footfall + Urban + High Income,SKU00173,Kids,Miko,Premium,116.38,35.38,2443.98,350.22,597.84,-2093.76,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 597.8% below average
S0033,Chennai,South,A,High Footfall + Urban + High Income,SKU00215,Essentials,PureCare,Premium,104.79,29.34,2410.17,304.53,691.44,-2105.64,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 691.4% below average
S0006,Lucknow,North,A,High Footfall + Urban + High Income,SKU00239,Staples,Miko,Premium,105.93,31.55,2436.39,320.6,659.94,-2115.79,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 659.9% below average
S0045,Bangalore,South,A,High Footfall + Urban + High Income,SKU00274,Kids,ChillFrost,Premium,118.92,41.63,2497.32,349.23,615.09,-2148.09,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 615.1% below average
S0033,Chennai,South,A,High Footfall + Urban + High Income,SKU00135,Beverages,BakeWell,Premium,119.1,46.53,2501.1,332.91,651.27,-2168.19,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 651.3% below average
S0033,Chennai,South,A,High Footfall + Urban + High Income,SKU00199,Beverages,Miko,Premium,108.06,49.9,2485.38,314.24,690.91,-2171.14,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 690.9% below average
S0024,Delhi,North,A,High Footfall + Urban + High Income,SKU00174,Staples,FizMax,Premium,119.68,15.71,2513.28,339.09,641.18,-2174.19,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 641.2% below average
S0120,Chandigarh,North,A,High Footfall + Urban + High Income,SKU00173,Kids,Miko,Premium,116.38,35.38,2560.36,350.22,631.07,-2210.14,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 631.1% below average
S0120,Chandigarh,North,A,High Footfall + Urban + High Income,SKU00159,Frozen,BakeWell,Premium,116.41,43.6,2561.02,320.62,698.78,-2240.4,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 698.8% below average
S0033,Chennai,South,A,High Footfall + Urban + High Income,SKU00203,Staples,CoolSip,Premium,112.49,36.1,2587.27,321.4,705.0,-2265.87,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 705.0% below average
S0072,Kolkata,East,A,High Footfall + Urban + High Income,SKU00282,Kids,PureCare,Premium,119.45,31.54,2627.9,335.09,684.23,-2292.81,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 684.2% below average
S0009,Lucknow,North,A,High Footfall + Urban + High Income,SKU00174,Staples,FizMax,Premium,119.68,15.71,2632.96,339.09,676.47,-2293.87,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 676.5% below average
S0009,Lucknow,North,A,High Footfall + Urban + High Income,SKU00282,Kids,PureCare,Premium,119.45,31.54,2747.35,335.09,719.87,-2412.26,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 719.9% below average
S0109,Kolkata,East,A,High Footfall + Urban + High Income,SKU00215,Essentials,PureCare,Premium,104.79,29.34,2724.54,304.53,794.68,-2420.01,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 794.7% below average
S0097,Pune,West,A,High Footfall + Urban + High Income,SKU00198,Kids,ChillFrost,Premium,116.78,40.8,2802.72,354.32,691.02,-2448.4,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 691.0% below average
S0116,Lucknow,North,A,High Footfall + Urban + High Income,SKU00198,Kids,ChillFrost,Premium,116.78,40.8,2919.5,354.32,723.98,-2565.18,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 724.0% below average
S0022,Lucknow,North,A,High Footfall + Urban + High Income,SKU00177,Kids,CoolSip,Premium,100.38,33.92,2911.02,311.35,834.97,-2599.67,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 835.0% below average
S0085,Bhubaneswar,East,A,High Footfall + Urban + High Income,SKU00099,Essentials,FizMax,Standard,112.37,45.93,2921.62,318.38,817.65,-2603.24,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 817.6% below average
S0072,Kolkata,East,A,High Footfall + Urban + High Income,SKU00199,Beverages,Miko,Premium,108.06,49.9,2917.62,314.24,828.46,-2603.38,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 828.5% below average
S0022,Lucknow,North,A,High Footfall + Urban + High Income,SKU00107,Snacks,FizMax,Premium,119.44,47.97,2986.0,342.08,772.89,-2643.92,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 772.9% below average
S0076,Bhubaneswar,East,A,High Footfall + Urban + High Income,SKU00107,Snacks,FizMax,Premium,119.44,47.97,2986.0,342.08,772.89,-2643.92,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 772.9% below average
S0022,Lucknow,North,A,High Footfall + Urban + High Income,SKU00091,Kids,Miko,Premium,119.5,34.38,2987.5,332.29,799.05,-2655.21,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 799.1% below average
S0026,Patna,East,A,High Footfall + Urban + High Income,SKU00091,Kids,Miko,Premium,119.5,34.38,2987.5,332.29,799.05,-2655.21,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 799.1% below average
S0076,Bhubaneswar,East,A,High Footfall + Urban + High Income,SKU00079,Snacks,FizMax,Premium,115.92,33.07,3013.92,353.83,751.81,-2660.09,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 751.8% below average
S0097,Pune,West,A,High Footfall + Urban + High Income,SKU00131,Frozen,Miko,Premium,118.31,17.19,3076.06,346.53,787.68,-2729.53,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 787.7% below average
S0009,Lucknow,North,A,High Footfall + Urban + High Income,SKU00274,Kids,ChillFrost,Premium,118.92,41.63,3091.92,349.23,785.34,-2742.69,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 785.3% below average
S0076,Bhubaneswar,East,A,High Footfall + Urban + High Income,SKU00135,Beverages,BakeWell,Premium,119.1,46.53,3096.6,332.91,830.15,-2763.69,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 830.1% below average
S0116,Lucknow,North,A,High Footfall + Urban + High Income,SKU00292,Essentials,CoolSip,Premium,114.6,29.8,3094.2,327.19,845.7,-2767.01,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 845.7% below average
S0097,Pune,West,A,High Footfall + Urban + High Income,SKU00174,Staples,FizMax,Premium,119.68,15.71,3111.68,339.09,817.65,-2772.59,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 817.6% below average
S0045,Bangalore,South,A,High Footfall + Urban + High Income,SKU00016,Staples,BakeWell,Premium,115.74,33.7,3124.98,324.27,863.68,-2800.71,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 863.7% below average
S0096,Ahmedabad,West,A,High Footfall + Urban + High Income,SKU00207,Kids,BakeWell,Standard,104.92,49.92,3147.6,303.23,938.02,-2844.37,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 938.0% below average
S0076,Bhubaneswar,East,A,High Footfall + Urban + High Income,SKU00274,Kids,ChillFrost,Premium,118.92,41.63,3210.84,349.23,819.4,-2861.61,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 819.4% below average
S0026,Patna,East,A,High Footfall + Urban + High Income,SKU00107,Snacks,FizMax,Premium,119.44,47.97,3224.88,342.08,842.72,-2882.8,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 842.7% below average
S0120,Chandigarh,North,A,High Footfall + Urban + High Income,SKU00282,Kids,PureCare,Premium,119.45,31.54,3225.15,335.09,862.46,-2890.06,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 862.5% below average
S0116,Lucknow,North,A,High Footfall + Urban + High Income,SKU00104,Snacks,PureCare,Premium,115.94,30.77,3246.32,342.73,847.18,-2903.59,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 847.2% below average
S0096,Ahmedabad,West,A,High Footfall + Urban + High Income,SKU00016,Staples,BakeWell,Premium,115.74,33.7,3240.72,324.27,899.38,-2916.45,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 899.4% below average
S0009,Lucknow,North,A,High Footfall + Urban + High Income,SKU00026,Staples,CoolSip,Premium,114.59,44.72,3323.11,332.31,900.0,-2990.8,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 900.0% below average
S0026,Patna,East,A,High Footfall + Urban + High Income,SKU00292,Essentials,CoolSip,Premium,114.6,29.8,3323.4,327.19,915.75,-2996.21,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 915.8% below average
S0009,Lucknow,North,A,High Footfall + Urban + High Income,SKU00104,Snacks,PureCare,Premium,115.94,30.77,3362.26,342.73,881.01,-3019.53,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 881.0% below average
S0097,Pune,West,A,High Footfall + Urban + High Income,SKU00187,Beverages,Miko,Premium,116.29,45.54,3372.41,318.23,959.72,-3054.18,GOOD,Performing well - maintain current stock,Key SKU for Cluster A - performing 959.7% below average
