cluster_label,sku_id,total_units,avg_units_per_transaction,transaction_count,total_value,avg_value_per_transaction,category,brand,price,margin_pct,ml_sku_cluster,sku_segment
A,SKU00040,14408,12.750442477876106,1130,720400.0,637.5221238938053,Beverages,Pepsi,50.0,35,0,Premium
A,SKU00041,2547,6.351620947630923,401,38205.0,95.27431421446384,Beverages,RC Cola,15.0,35,0,Economy
A,SKU00042,3331,6.825819672131147,488,66620.0,136.51639344262296,Beverages,RC Cola,20.0,35,0,Economy
A,SKU00043,4602,6.536931818181818,704,115050.0,163.42329545454547,Beverages,RC Cola,25.0,35,0,Mid-Range
A,SKU00044,4720,6.404341926729987,737,141600.0,192.1302578018996,Beverages,RC Cola,30.0,35,0,Mid-Range
A,SKU00045,14436,12.889285714285714,1120,721800.0,644.4642857142857,Beverages,RC Cola,50.0,35,0,Premium
A,SKU00046,2651,6.387951807228916,415,36053.6,86.87614457831324,Beverages,Leomon,13.6,32,0,Economy
A,SKU00047,3039,6.635371179039302,458,44065.5,96.21288209606988,Beverages,Leomon,14.5,32,0,Economy
A,SKU00048,2786,6.434180138568129,433,42904.4,99.08637413394919,Beverages,Leomon,15.4,32,0,Economy
A,SKU00049,2937,6.3847826086956525,460,55803.0,121.31086956521739,Beverages,Leomon,19.0,32,0,Economy
A,SKU00050,2862,6.248908296943231,458,59529.6,129.97729257641922,Beverages,Leomon,20.8,32,0,Economy
A,SKU00051,2732,6.712530712530713,407,64202.0,157.74447174447175,Beverages,Leomon,23.5,32,0,Economy
A,SKU00052,4565,6.4935988620199145,703,127820.0,181.8207681365576,Beverages,Leomon,28.0,32,0,Mid-Range
A,SKU00053,4289,6.279648609077599,683,139392.5,204.08857979502196,Beverages,Leomon,32.5,32,0,Mid-Range
A,SKU00054,4851,6.564276048714479,739,179487.0,242.87821380243574,Beverages,Leomon,37.0,32,0,Mid-Range
A,SKU00055,4607,6.479606188466948,711,211922.0,298.0618846694796,Beverages,Leomon,46.0,32,0,Mid-Range
A,SKU00056,2755,6.575178997613365,419,37468.0,89.42243436754177,Beverages,Limca,13.6,32,0,Economy
A,SKU00057,2739,6.459905660377358,424,39715.5,93.66863207547169,Beverages,Limca,14.5,32,0,Economy
A,SKU00058,2740,6.492890995260663,422,42196.0,99.99052132701422,Beverages,Limca,15.4,32,0,Economy
A,SKU00059,3250,6.513026052104208,499,61750.0,123.74749498997996,Beverages,Limca,19.0,32,0,Economy
A,SKU00060,2873,6.574370709382151,437,59758.4,136.74691075514875,Beverages,Limca,20.8,32,0,Economy
A,SKU00061,2648,6.474327628361858,409,62228.0,152.14669926650367,Beverages,Limca,23.5,32,0,Economy
A,SKU00062,4657,6.596317280453258,706,130396.0,184.69688385269123,Beverages,Limca,28.0,32,0,Mid-Range
A,SKU00063,4588,6.461971830985916,710,149110.0,210.01408450704224,Beverages,Limca,32.5,32,0,Mid-Range
A,SKU00064,4633,6.443671766342142,719,171421.0,238.41585535465924,Beverages,Limca,37.0,32,0,Mid-Range
A,SKU00065,4415,6.307142857142857,700,203090.0,290.12857142857143,Beverages,Limca,46.0,32,0,Mid-Range
A,SKU00066,3059,6.35966735966736,481,41602.4,86.49147609147609,Beverages,Sprite,13.6,32,0,Economy
A,SKU00067,2700,6.081081081081081,444,39150.0,88.17567567567568,Beverages,Sprite,14.5,32,0,Economy
A,SKU00068,2862,6.431460674157304,445,44074.8,99.04449438202248,Beverages,Sprite,15.4,32,0,Economy
A,SKU00069,2994,6.594713656387666,454,56886.0,125.29955947136564,Beverages,Sprite,19.0,32,0,Economy
A,SKU00070,2844,6.26431718061674,454,59155.2,130.2977973568282,Beverages,Sprite,20.8,32,0,Economy
A,SKU00071,2849,6.431151241534988,443,66951.5,151.13205417607224,Beverages,Sprite,23.5,32,0,Economy
A,SKU00072,4406,6.6555891238670695,662,123368.0,186.35649546827796,Beverages,Sprite,28.0,32,0,Mid-Range
A,SKU00073,4380,6.517857142857143,672,142350.0,211.83035714285714,Beverages,Sprite,32.5,32,0,Mid-Range
A,SKU00074,4533,6.569565217391304,690,167721.0,243.07391304347826,Beverages,Sprite,37.0,32,0,Mid-Range
A,SKU00075,4806,6.185328185328185,777,221076.0,284.5250965250965,Beverages,Sprite,46.0,32,0,Mid-Range
A,SKU00076,3038,6.796420581655481,447,41316.799999999996,92.43131991051453,Beverages,7UP,13.6,32,0,Economy
A,SKU00077,3048,6.611713665943601,461,44196.0,95.86984815618221,Beverages,7UP,14.5,32,0,Economy
A,SKU00078,2642,6.381642512077295,414,40686.8,98.27729468599034,Beverages,7UP,15.4,32,0,Economy
A,SKU00079,2858,6.724705882352941,425,54302.0,127.76941176470588,Beverages,7UP,19.0,32,0,Economy
A,SKU00080,3125,6.551362683438155,477,65000.0,136.26834381551362,Beverages,7UP,20.8,32,0,Economy
A,SKU00081,2726,6.697788697788698,407,64061.0,157.3980343980344,Beverages,7UP,23.5,32,0,Economy
A,SKU00082,4711,6.616573033707865,712,131908.0,185.26404494382024,Beverages,7UP,28.0,32,0,Mid-Range
A,SKU00083,4530,6.489971346704871,698,147225.0,210.9240687679083,Beverages,7UP,32.5,32,0,Mid-Range
A,SKU00084,4710,6.5325936199722605,721,174270.0,241.70596393897364,Beverages,7UP,37.0,32,0,Mid-Range
A,SKU00085,4740,6.431478968792401,737,218040.0,295.8480325644505,Beverages,7UP,46.0,32,0,Mid-Range
A,SKU00086,2603,6.411330049261084,406,37743.5,92.96428571428571,Beverages,Mountain Dew,14.5,32,0,Economy
A,SKU00087,2813,6.364253393665158,442,53447.0,120.92081447963801,Beverages,Mountain Dew,19.0,32,0,Economy
A,SKU00088,3032,6.752783964365256,449,71252.0,158.69042316258353,Beverages,Mountain Dew,23.5,32,0,Economy
A,SKU00089,4863,6.45816733067729,753,136164.0,180.82868525896416,Beverages,Mountain Dew,28.0,32,0,Mid-Range
A,SKU00090,4689,6.449793672627235,727,215694.0,296.6905089408528,Beverages,Mountain Dew,46.0,32,0,Mid-Range
A,SKU00091,2979,6.420258620689655,464,47664.0,102.72413793103448,Beverages,Bovonto,16.0,30,0,Economy
A,SKU00092,2600,6.419753086419753,405,42640.0,105.28395061728395,Beverages,Bovonto,16.4,30,0,Economy
A,SKU00093,2850,6.4772727272727275,440,48450.0,110.11363636363636,Beverages,Bovonto,17.0,30,0,Economy
A,SKU00094,2998,6.662222222222222,450,52764.8,117.25511111111112,Beverages,Bovonto,17.6,30,0,Economy
A,SKU00095,2768,6.559241706161138,422,49824.0,118.06635071090048,Beverages,Bovonto,18.0,30,0,Economy
A,SKU00096,3227,6.545638945233265,493,64540.0,130.91277890466532,Beverages,Bovonto,20.0,30,0,Economy
A,SKU00097,2765,6.445221445221446,429,60830.0,141.7948717948718,Beverages,Bovonto,22.0,30,0,Economy
A,SKU00098,2981,6.566079295154185,454,71544.0,157.58590308370043,Beverages,Bovonto,24.0,30,0,Economy
A,SKU00099,4515,6.496402877697841,695,121905.0,175.40287769784172,Beverages,Bovonto,27.0,30,0,Mid-Range
A,SKU00100,4519,6.437321937321937,702,144608.0,205.994301994302,Beverages,Bovonto,32.0,30,0,Mid-Range
A,SKU00101,4890,6.6894664842681255,731,205380.0,280.9575923392613,Beverages,Bovonto,42.0,30,0,Mid-Range
A,SKU00102,2825,6.585081585081585,429,45200.0,105.36130536130536,Beverages,Slice,16.0,30,0,Economy
A,SKU00103,2738,6.488151658767772,422,44903.2,106.40568720379146,Beverages,Slice,16.4,30,0,Economy
A,SKU00104,2714,6.385882352941176,425,46138.0,108.56,Beverages,Slice,17.0,30,0,Economy
A,SKU00105,2781,6.452436194895592,431,48945.6,113.56287703016241,Beverages,Slice,17.6,30,0,Economy
A,SKU00106,2660,6.394230769230769,416,47880.0,115.09615384615384,Beverages,Slice,18.0,30,0,Economy
A,SKU00107,2810,6.658767772511848,422,56200.0,133.17535545023696,Beverages,Slice,20.0,30,0,Economy
A,SKU00108,2847,6.544827586206897,435,62634.0,143.98620689655172,Beverages,Slice,22.0,30,0,Economy
A,SKU00109,2721,6.572463768115942,414,65304.0,157.7391304347826,Beverages,Slice,24.0,30,0,Economy
A,SKU00110,4288,6.546564885496183,655,115776.0,176.75725190839694,Beverages,Slice,27.0,30,0,Mid-Range
A,SKU00111,4568,6.451977401129944,708,146176.0,206.4632768361582,Beverages,Slice,32.0,30,0,Mid-Range
A,SKU00112,4624,6.568181818181818,704,171088.0,243.02272727272728,Beverages,Slice,37.0,30,0,Mid-Range
A,SKU00113,4495,6.295518207282913,714,188790.0,264.4117647058824,Beverages,Slice,42.0,30,0,Mid-Range
A,SKU00114,2705,6.1477272727272725,440,43280.0,98.36363636363636,Beverages,Maaza,16.0,30,0,Economy
A,SKU00115,3039,6.620915032679738,459,49839.6,108.5830065359477,Beverages,Maaza,16.4,30,0,Economy
A,SKU00116,2999,6.576754385964913,456,50983.0,111.8048245614035,Beverages,Maaza,17.0,30,0,Economy
A,SKU00117,3062,6.685589519650655,458,53891.2,117.66637554585152,Beverages,Maaza,17.6,30,0,Economy
A,SKU00118,3012,6.562091503267974,459,54216.0,118.11764705882354,Beverages,Maaza,18.0,30,0,Economy
A,SKU00119,2652,6.329355608591886,419,53040.0,126.5871121718377,Beverages,Maaza,20.0,30,0,Economy
A,SKU00120,2719,6.382629107981221,426,59818.0,140.41784037558685,Beverages,Maaza,22.0,30,0,Economy
A,SKU00121,2717,6.392941176470588,425,65208.0,153.43058823529412,Beverages,Maaza,24.0,30,0,Economy
A,SKU00122,4626,6.589743589743589,702,124902.0,177.92307692307693,Beverages,Maaza,27.0,30,0,Mid-Range
A,SKU00123,4457,6.330965909090909,704,142624.0,202.5909090909091,Beverages,Maaza,32.0,30,0,Mid-Range
A,SKU00124,4750,6.418918918918919,740,175750.0,237.5,Beverages,Maaza,37.0,30,0,Mid-Range
A,SKU00125,4845,6.538461538461538,741,203490.0,274.61538461538464,Beverages,Maaza,42.0,30,0,Mid-Range
A,SKU00126,3010,6.572052401746725,458,48160.0,105.1528384279476,Beverages,Fanta,16.0,30,0,Economy
A,SKU00127,2933,6.293991416309013,466,48101.2,103.2214592274678,Beverages,Fanta,16.4,30,0,Economy
A,SKU00128,2993,6.607064017660044,453,50881.0,112.32008830022075,Beverages,Fanta,17.0,30,0,Economy
A,SKU00129,3027,6.454157782515991,469,53275.2,113.59317697228144,Beverages,Fanta,17.6,30,0,Economy
A,SKU00130,3131,6.619450317124736,473,56358.0,119.15010570824525,Beverages,Fanta,18.0,30,0,Economy
A,SKU00131,2985,6.707865168539326,445,59700.0,134.1573033707865,Beverages,Fanta,20.0,30,0,Economy
A,SKU00132,2987,6.6084070796460175,452,65714.0,145.3849557522124,Beverages,Fanta,22.0,30,0,Economy
A,SKU00133,2972,6.678651685393258,445,71328.0,160.28764044943821,Beverages,Fanta,24.0,30,0,Economy
A,SKU00134,4528,6.440967283072546,703,122256.0,173.90611664295875,Beverages,Fanta,27.0,30,0,Mid-Range
A,SKU00135,4531,6.65345080763583,681,144992.0,212.91042584434655,Beverages,Fanta,32.0,30,0,Mid-Range
A,SKU00136,4395,6.28755364806867,699,162615.0,232.63948497854076,Beverages,Fanta,37.0,30,0,Mid-Range
A,SKU00137,4850,6.652949245541838,729,203700.0,279.4238683127572,Beverages,Fanta,42.0,30,0,Mid-Range
A,SKU00138,2912,6.3304347826086955,460,46592.0,101.28695652173913,Beverages,Mirinda,16.0,30,0,Economy
A,SKU00139,2612,6.749354005167959,387,42836.8,110.68940568475453,Beverages,Mirinda,16.4,30,0,Economy
A,SKU00140,2930,6.6439909297052155,441,49810.0,112.94784580498866,Beverages,Mirinda,17.0,30,0,Economy
A,SKU00141,2979,6.518599562363239,457,52430.4,114.727352297593,Beverages,Mirinda,17.6,30,0,Economy
A,SKU00142,2766,6.713592233009709,412,49788.0,120.84466019417475,Beverages,Mirinda,18.0,30,0,Economy
A,SKU00143,2957,6.542035398230088,452,59140.0,130.84070796460176,Beverages,Mirinda,20.0,30,0,Economy
A,SKU00144,2769,6.409722222222222,432,60918.0,141.01388888888889,Beverages,Mirinda,22.0,30,0,Economy
A,SKU00145,4714,6.667609618104668,707,127278.0,180.02545968882603,Beverages,Mirinda,27.0,30,0,Mid-Range
A,SKU00146,4570,6.4822695035460995,705,146240.0,207.43262411347519,Beverages,Mirinda,32.0,30,0,Mid-Range
A,SKU00147,4736,6.461118690313779,733,198912.0,271.36698499317873,Beverages,Mirinda,42.0,30,0,Mid-Range
A,SKU00148,2993,6.592511013215859,454,50881.0,112.07268722466961,Beverages,Appy Fizz,17.0,30,0,Economy
A,SKU00149,2996,6.429184549356223,466,52729.6,113.15364806866953,Beverages,Appy Fizz,17.6,30,0,Economy
A,SKU00150,2760,6.666666666666667,414,49680.0,120.0,Beverages,Appy Fizz,18.0,30,0,Economy
A,SKU00151,3059,6.737885462555066,454,61180.0,134.75770925110132,Beverages,Appy Fizz,20.0,30,0,Economy
A,SKU00152,2806,6.221729490022173,451,61732.0,136.8780487804878,Beverages,Appy Fizz,22.0,30,0,Economy
A,SKU00153,2826,6.466819221967963,437,67824.0,155.20366132723112,Beverages,Appy Fizz,24.0,30,0,Economy
A,SKU00154,4565,6.296551724137931,725,123255.0,170.00689655172414,Beverages,Appy Fizz,27.0,30,0,Mid-Range
A,SKU00155,4589,6.602877697841727,695,146848.0,211.29208633093526,Beverages,Appy Fizz,32.0,30,0,Mid-Range
A,SKU00156,2949,6.5388026607538805,451,58390.2,129.46829268292683,Beverages,Frooti,19.8,35,0,Economy
A,SKU00157,2677,6.7944162436548226,394,54610.8,138.60609137055837,Beverages,Frooti,20.4,35,0,Economy
A,SKU00158,2952,6.770642201834862,436,61992.0,142.1834862385321,Beverages,Frooti,21.0,35,0,Economy
A,SKU00159,2942,6.6410835214446955,443,63547.2,143.4474040632054,Beverages,Frooti,21.6,35,0,Economy
A,SKU00160,2983,6.658482142857143,448,67117.5,149.81584821428572,Beverages,Frooti,22.5,35,0,Economy
A,SKU00161,3221,6.586912065439673,489,77304.0,158.08588957055215,Beverages,Frooti,24.0,35,0,Economy
A,SKU00162,4508,6.394326241134752,705,121716.0,172.6468085106383,Beverages,Frooti,27.0,35,0,Mid-Range
A,SKU00163,4705,6.190789473684211,760,141150.0,185.72368421052633,Beverages,Frooti,30.0,35,0,Mid-Range
A,SKU00164,4677,6.495833333333334,720,154341.0,214.3625,Beverages,Frooti,33.0,35,0,Mid-Range
A,SKU00165,4526,6.685376661742984,677,169725.0,250.7016248153619,Beverages,Frooti,37.5,35,0,Mid-Range
A,SKU00166,4332,6.446428571428571,672,194940.0,290.0892857142857,Beverages,Frooti,45.0,35,0,Mid-Range
A,SKU00167,14890,13.095866314863676,1137,893400.0,785.7519788918206,Beverages,Frooti,60.0,35,0,Premium
A,SKU00168,14818,13.230357142857143,1120,1111350.0,992.2767857142857,Beverages,Frooti,75.0,35,0,Premium
A,SKU00169,2919,6.852112676056338,426,61299.0,143.8943661971831,Beverages,Real Juice,21.0,35,0,Economy
A,SKU00170,2618,6.545,400,56548.799999999996,141.37199999999999,Beverages,Real Juice,21.6,35,0,Economy
A,SKU00171,3057,6.546038543897216,467,68782.5,147.28586723768737,Beverages,Real Juice,22.5,35,0,Economy
A,SKU00172,2861,6.45823927765237,443,68664.0,154.99774266365688,Beverages,Real Juice,24.0,35,0,Economy
A,SKU00173,4553,6.476529160739687,703,122931.0,174.86628733997156,Beverages,Real Juice,27.0,35,0,Mid-Range
A,SKU00174,5000,6.747638326585695,741,150000.0,202.42914979757086,Beverages,Real Juice,30.0,35,0,Mid-Range
A,SKU00175,4788,6.316622691292876,758,158004.0,208.4485488126649,Beverages,Real Juice,33.0,35,0,Mid-Range
A,SKU00176,4481,6.419770773638969,698,168037.5,240.74140401146133,Beverages,Real Juice,37.5,35,0,Mid-Range
A,SKU00177,4590,6.357340720221607,722,206550.0,286.0803324099723,Beverages,Real Juice,45.0,35,0,Mid-Range
A,SKU00178,13662,12.568537258509659,1087,819720.0,754.1122355105796,Beverages,Real Juice,60.0,35,0,Premium
A,SKU00179,14224,12.576480990274094,1131,1066800.0,943.2360742705571,Beverages,Real Juice,75.0,35,0,Premium
A,SKU00180,3012,6.491379310344827,464,63252.0,136.31896551724137,Beverages,Tropicana,21.0,35,0,Economy
A,SKU00181,2735,6.3018433179723505,434,59076.0,136.11981566820276,Beverages,Tropicana,21.6,35,0,Economy
A,SKU00182,2770,6.338672768878719,437,62325.0,142.62013729977116,Beverages,Tropicana,22.5,35,0,Economy
A,SKU00183,2834,6.325892857142857,448,68016.0,151.82142857142858,Beverages,Tropicana,24.0,35,0,Economy
A,SKU00184,4771,6.562585969738652,727,128817.0,177.1898211829436,Beverages,Tropicana,27.0,35,0,Mid-Range
A,SKU00185,4646,6.4527777777777775,720,139380.0,193.58333333333334,Beverages,Tropicana,30.0,35,0,Mid-Range
A,SKU00186,4664,6.477777777777778,720,153912.0,213.76666666666668,Beverages,Tropicana,33.0,35,0,Mid-Range
A,SKU00187,4659,6.534361851332398,713,174712.5,245.03856942496495,Beverages,Tropicana,37.5,35,0,Mid-Range
A,SKU00188,4571,6.511396011396012,702,205695.0,293.0128205128205,Beverages,Tropicana,45.0,35,0,Mid-Range
A,SKU00189,14490,12.834366696191319,1129,869400.0,770.0620017714792,Beverages,Tropicana,60.0,35,0,Premium
A,SKU00190,14172,13.025735294117647,1088,1062900.0,976.9301470588235,Beverages,Tropicana,75.0,35,0,Premium
A,SKU00191,2906,6.472160356347438,449,61026.0,135.91536748329622,Beverages,Paper Boat,21.0,35,0,Economy
A,SKU00192,2929,6.409190371991247,457,63266.4,138.43851203501094,Beverages,Paper Boat,21.6,35,0,Economy
A,SKU00193,2913,6.711981566820277,434,65542.5,151.01958525345623,Beverages,Paper Boat,22.5,35,0,Economy
A,SKU00194,2609,6.271634615384615,416,62616.0,150.51923076923077,Beverages,Paper Boat,24.0,35,0,Economy
A,SKU00195,4375,6.322254335260116,692,118125.0,170.7008670520231,Beverages,Paper Boat,27.0,35,0,Mid-Range
A,SKU00196,4505,6.576642335766423,685,135150.0,197.2992700729927,Beverages,Paper Boat,30.0,35,0,Mid-Range
A,SKU00197,4546,6.279005524861878,724,150018.0,207.207182320442,Beverages,Paper Boat,33.0,35,0,Mid-Range
A,SKU00198,4310,6.423248882265276,671,161625.0,240.87183308494784,Beverages,Paper Boat,37.5,35,0,Mid-Range
A,SKU00199,4741,6.5938803894297635,719,213345.0,296.72461752433935,Beverages,Paper Boat,45.0,35,0,Mid-Range
A,SKU00200,2926,6.502222222222223,450,61446.0,136.54666666666665,Beverages,B Natural,21.0,35,0,Economy
A,SKU00201,2807,6.497685185185185,432,63157.5,146.19791666666666,Beverages,B Natural,22.5,35,0,Economy
A,SKU00202,4564,6.473758865248227,705,136920.0,194.2127659574468,Beverages,B Natural,30.0,35,0,Mid-Range
A,SKU00203,4593,6.542735042735043,702,172237.5,245.35256410256412,Beverages,B Natural,37.5,35,0,Mid-Range
A,SKU00204,4941,6.787087912087912,728,222345.0,305.41895604395603,Beverages,B Natural,45.0,35,0,Mid-Range
A,SKU00205,14556,12.87002652519894,1131,873360.0,772.2015915119364,Beverages,B Natural,60.0,35,0,Premium
A,SKU00206,2816,6.4735632183908045,435,59136.0,135.94482758620688,Beverages,Minute Maid,21.0,35,0,Economy
A,SKU00207,2665,6.468446601941747,412,59962.5,145.54004854368932,Beverages,Minute Maid,22.5,35,0,Economy
A,SKU00208,4653,6.516806722689076,714,139590.0,195.50420168067228,Beverages,Minute Maid,30.0,35,0,Mid-Range
A,SKU00209,4888,6.659400544959128,734,183300.0,249.7275204359673,Beverages,Minute Maid,37.5,35,0,Mid-Range
A,SKU00210,4670,6.6335227272727275,704,210150.0,298.50852272727275,Beverages,Minute Maid,45.0,35,0,Mid-Range
A,SKU00211,15166,13.26859142607174,1143,909960.0,796.1154855643044,Beverages,Minute Maid,60.0,35,0,Premium
A,SKU00212,2690,6.389548693586699,421,56490.0,134.18052256532067,Beverages,Dabur Real,21.0,35,0,Economy
A,SKU00213,2579,6.229468599033816,414,58027.5,140.16304347826087,Beverages,Dabur Real,22.5,35,0,Economy
A,SKU00214,4627,6.462290502793296,716,138810.0,193.8687150837989,Beverages,Dabur Real,30.0,35,0,Mid-Range
A,SKU00215,4746,6.58252427184466,721,177975.0,246.84466019417476,Beverages,Dabur Real,37.5,35,0,Mid-Range
A,SKU00216,4864,6.617687074829932,735,218880.0,297.7959183673469,Beverages,Dabur Real,45.0,35,0,Mid-Range
A,SKU00217,14506,12.917186108637578,1123,870360.0,775.0311665182546,Beverages,Dabur Real,60.0,35,0,Premium
A,SKU00218,4430,6.328571428571428,700,132900.0,189.85714285714286,Beverages,Sting,30.0,40,0,Mid-Range
A,SKU00219,4392,6.402332361516035,686,131760.0,192.06997084548104,Beverages,Sting,30.0,40,0,Mid-Range
A,SKU00220,4587,6.543509272467903,701,137610.0,196.30527817403708,Beverages,Sting,30.0,40,0,Mid-Range
A,SKU00221,4704,6.569832402234637,716,141120.0,197.0949720670391,Beverages,Sting,30.0,40,0,Mid-Range
A,SKU00222,4587,6.524893314366999,703,137610.0,195.74679943100995,Beverages,Sting,30.0,40,0,Mid-Range
A,SKU00223,5043,6.600785340314136,764,151290.0,198.0235602094241,Beverages,Sting,30.0,40,0,Mid-Range
A,SKU00224,4246,6.452887537993921,658,127380.0,193.58662613981764,Beverages,Sting,30.0,40,0,Mid-Range
A,SKU00225,13436,12.820610687022901,1048,671800.0,641.0305343511451,Beverages,Red Bull,50.0,40,0,Premium
A,SKU00226,15550,13.279248505550811,1171,777500.0,663.9624252775405,Beverages,Red Bull,50.0,40,0,Premium
A,SKU00227,13940,13.05243445692884,1068,697000.0,652.6217228464419,Beverages,Red Bull,50.0,40,0,Premium
A,SKU00228,13850,12.659963436928702,1094,692500.0,632.9981718464351,Beverages,Red Bull,50.0,40,0,Premium
A,SKU00229,4639,6.268918918918919,740,139170.0,188.06756756756758,Beverages,Monster,30.0,40,0,Mid-Range
A,SKU00230,4723,6.596368715083799,716,141690.0,197.89106145251398,Beverages,Monster,30.0,40,0,Mid-Range
A,SKU00231,4640,6.3911845730027546,726,139200.0,191.73553719008265,Beverages,Monster,30.0,40,0,Mid-Range
A,SKU00232,4719,6.712660028449502,703,141570.0,201.37980085348505,Beverages,Monster,30.0,40,0,Mid-Range
A,SKU00233,4863,6.5894308943089435,738,145890.0,197.6829268292683,Beverages,Monster,30.0,40,0,Mid-Range
A,SKU00234,4560,6.272352132049519,727,136800.0,188.17056396148556,Beverages,Gatorade,30.0,40,0,Mid-Range
A,SKU00235,4683,6.6995708154506435,699,140490.0,200.9871244635193,Beverages,Gatorade,30.0,40,0,Mid-Range
A,SKU00236,4367,6.450516986706056,677,131010.0,193.5155096011817,Beverages,Gatorade,30.0,40,0,Mid-Range
A,SKU00237,4594,6.591104734576757,697,137820.0,197.7331420373027,Beverages,Gatorade,30.0,40,0,Mid-Range
A,SKU00238,4399,6.497784342688331,677,131970.0,194.93353028064993,Beverages,Gatorade,30.0,40,0,Mid-Range
