,S0001,S0002,S0003,S0004,S0005,S0006,S0007,S0008,S0009,S0010,S0011,S0012,S0013,S0014,S0015,S0016,S0017,S0018,S0019,S0020,S0021,S0022,S0023,S0024,S0025,S0026,S0027,S0028,S0029,S0030,S0031,S0032,S0033,S0034,S0035,S0036,S0037,S0038,S0039,S0040,S0041,S0042,S0043,S0044,S0045,S0046,S0047,S0048,S0049,S0050,S0051,S0052,S0053,S0054,S0055,S0056,S0057,S0058,S0059,S0060,S0061,S0062,S0063,S0064,S0065,S0066,S0067,S0068,S0069,S0070,S0071,S0072,S0073,S0074,S0075,S0076,S0077,S0078,S0079,S0080,S0081,S0082,S0083,S0084,S0085,S0086,S0087,S0088,S0089,S0090,S0091,S0092,S0093,S0094,S0095,S0096,S0097,S0098,S0099,S0100,S0101,S0102,S0103,S0104,S0105,S0106,S0107,S0108,S0109,S0110,S0111,S0112,S0113,S0114,S0115,S0116,S0117,S0118,S0119,S0120
S0029,0.07456973893065605,0.3500539629396702,-0.17196908383374718,-0.24853154422668283,-0.6108641498038129,-0.3907008739896949,0.2906959381175517,0.030018683247243015,0.13915576269435162,0.47227350623882575,0.11665286947712031,0.2602908281036349,-0.24898282235927224,-0.07197926618423112,-0.36263225609952676,-0.025526510381082865,-0.4293567253559,0.5026870794941583,0.45950993272797336,-0.01775687883311548,0.5142338225064977,-0.017213246556455893,-0.7680187861760837,-0.10406648050075269,0.5089015576032109,0.37086928205001674,0.27564811003046097,0.14190277518924446,1.0,0.10427937343673753,0.10369556359634971,-0.6551014800636368,0.08147604043247766,-0.10261929531085458,0.5474490378308083,-0.16650160488184,-0.3946265315263276,0.5950289660455099,-0.20893420931606038,-0.12742420592518727,-0.3572590249007177,-0.4534489934286303,-0.6076105296808451,-0.4288295023746647,-0.21595540402643104,-0.5996387989383517,-0.41637425221196495,0.2546561215340583,-0.21402525419995172,-0.3756685686314304,-0.3641310964934569,0.14249749289248514,0.2740887099149317,-0.4567846233098556,-0.29042217925131386,0.45197881456207567,-0.447943723512033,-0.40050621199248504,0.13384278150744797,0.012574259778344084,0.09732148289097242,-0.36350600962437607,0.11640905387555348,-0.11078580179054522,-0.21209608151034492,-0.3388193457869984,0.22804705956184917,-0.4588177319036383,-0.790824107195094,0.07824278117076482,-0.6939376958866847,0.016839541775550613,-0.13209931657241308,0.133810789006899,0.15831811456275463,0.18413861983801044,-0.1925544660639823,0.3032857078548997,0.08462018292046691,-0.8508496846577036,0.04237569824131431,0.011488875132353218,0.3944989953357694,0.11338837594949994,0.2069558988555305,0.04033644643471638,0.2226394162356433,0.6517946711815182,-0.07921251577928382,0.2542405302831803,-0.16902117742504175,0.08528223164326088,0.020942518442249102,-0.028596242111411395,0.10412411242298651,0.023382115075462024,-0.05032561873945847,-0.22873183885471765,0.7830798784091199,-0.17776914426671925,0.44954698955310496,-0.12859672503515807,-0.14153239717278246,0.3685792163289351,-0.21921465630783973,0.5716845869664889,0.39713572104887135,0.8087989793954263,0.0343337066801296,0.30818114453671114,-0.09792504819700744,0.20101727894862392,0.36684587136360347,0.049090592860310846,0.5999120048056571,0.19696749577621211,0.0030748079371063102,0.23818875732282185,-0.4904230045354521,0.4909393808273078
S0030,-0.6595953544148152,0.3529788026867115,0.05610645794838287,-0.009652611469286487,0.550592493385218,-0.20915983503925833,-0.19727884798238238,0.13255018870654997,-0.2100005112399883,-0.2093200700807563,0.6646190713840896,0.05536152956565214,0.34044853423155663,-0.10890918928448963,0.47013785042246475,0.23463165241591405,0.2795759844527234,0.5654126475656439,0.3810012484373883,-0.4914180077061473,0.005792884263109712,-0.5512031721200407,0.11253384293812346,-0.34080450329824824,0.6270317483368182,0.21381439735139124,0.06328476105823412,0.6226961733210754,0.10427937343673753,0.9999999999999997,-0.30787821065808463,0.3538885633100283,-0.34090573853772316,-0.1330798169191097,-0.3486500486803699,0.21077222463890052,0.008912647265947609,-0.14471476491881347,-0.248428589948897,-0.2549547184791517,-0.0306785354036051,-0.36245694962886593,-0.22088022814571145,-0.43947746641326774,-0.02719607427960175,-0.3753406898666252,-0.5111819306488455,-0.13292599139400968,0.0761204024254099,-0.25907000709971995,0.38860562208535265,0.3439367956753554,0.2947651792245699,0.08211978363807346,0.1699233306576279,0.07223678048986142,-0.015001290089142678,-0.20047590700399798,0.6385041287223405,-0.021154730443369987,0.14898564732170702,-0.5022065496358139,0.3272286844766782,0.5878778330665456,0.2891471602615189,0.4460620755346082,0.1001251797831393,0.10671305981659689,-0.15349572741729783,-0.2393915639641843,-0.280723486661482,0.42408230870758157,-0.7528175604317592,-0.6816245946767885,0.5159560134469302,-0.39980469686373715,-0.42163659200872716,-0.5296396488722486,0.42774854325386447,-0.3030511838444089,0.5288008200654293,0.04515181842226641,0.15769759456775048,-0.3728902075573821,-0.020842993620715823,-0.22235804070074108,-0.3052633994078391,0.5154181971281726,-0.008212532443994088,0.10956751466277956,0.5754250190795377,0.3408297951395504,-0.11211047145907602,-0.18695245256338333,-0.49544736617776614,0.24354004392921277,-0.12787435645115813,0.18413047365190738,0.26990679832421477,0.15957243815995692,0.6077150988139594,-0.2990533816546607,0.4056798347099634,0.39751569585873203,0.09286375063182717,-0.3632350522181388,-0.5360534773582706,-0.10836888398692127,-0.5125201912569596,-0.24403944280285558,0.2361287434338476,-0.49064786990489556,-0.4633961847972924,-0.2884739613526629,0.04873562172004756,-0.11026077426825004,0.0784500578828197,-0.4804130109778521,0.5905675234376502,-0.15026788343229372
S0031,-0.1219115880376644,0.021856569426463905,-0.6844526410675997,0.17971600917658265,-0.2224463339342962,0.5365572961885644,-0.09426430482111384,0.02219715505822891,0.45076032498319335,-0.08987847449541601,-0.5650598019115899,-0.5426094686871347,0.004710864949717676,-0.038043436683524876,0.01413793311568118,0.21930290830047972,-0.43898239116158644,-0.0684371871951437,-0.4735736743648646,-0.1899829323506029,-0.17672294807181418,0.5000705138931085,-0.6690847703930162,0.5778358342964239,-0.18323346763646658,0.5472972615711698,0.7985061542698985,0.15164196843616956,0.10369556359634971,-0.30787821065808463,1.0,-0.07676557660597093,0.1364740987732493,-0.018929552983645993,-0.3660630776319575,-0.04534641674842643,0.11103945280729381,-0.15863977757130326,-0.17551340243386515,0.6429639557818255,-0.41856625157957944,0.03399097438919792,0.012409256741718923,-0.06198071040750685,0.4689910309892019,-0.4349566866752137,0.2376155468502483,0.6081075653219937,-0.44065976184049294,0.5437676662310694,-0.44546275306838234,0.2650260589135025,0.4379562784215317,-0.18833628936714022,0.15460698216505908,0.029688517731729525,-0.132901452858273,-0.43816784337239645,-0.5503776532015819,0.1958776120008698,-0.3009632624530018,-0.24282501153831398,0.03564773089815215,-0.5974762900723644,-0.6236850434809655,0.04614310398385223,-0.40157164062169864,-0.7953081345657517,-0.30194012371925844,-0.0339731150062844,-0.08016222320044387,0.28587658392887,-0.07866486037060434,0.7061164576451033,-0.3635218669573208,0.26368294160236283,0.6397673696087016,-0.1555764552914839,-0.6832202397152606,-0.10642123787663893,-0.08809623921336564,-0.5941626156065544,0.11816156036626026,0.2675881769312419,0.5292965847195529,0.6003598780753033,0.6711511722315835,-0.48216373645787075,0.2703520231487407,-0.5315051409237511,-0.5717786350631756,-0.45574964990414085,0.46107585618706626,-0.39312162311086973,0.3864511216781519,0.4472210300040837,0.14716611720911893,-0.16929545648529612,-0.17716290957359665,-0.482324822487495,-0.5978790470223778,0.004959734464652186,0.16940889891501254,-0.3754287248454076,0.07072485286336935,-0.029785487838128545,-0.10763465202421521,-0.001494972761559557,0.5311028819881908,0.7450429917224988,-0.8977469478695935,-0.2084516132544477,-0.4024397017976945,0.7752371773036472,-0.29981451193425995,0.4065117512506162,0.13945853802679664,0.04778880565409847,-0.6307992696239147,0.41213347261998085
S0032,-0.2871327529295843,0.1732825621506213,0.11769280755032284,0.33745760569056893,0.6864825930036325,-0.0012284914480908524,-0.03816502177647805,-0.2560539798554169,-0.1923745444419145,-0.6029648755083735,-0.017444735521976524,-0.6255734014895765,0.3558849556724945,0.11861822821168916,0.4935396837146649,-0.05641673013905517,0.6826314455043411,0.10601568354883041,-0.03667744412364312,0.03624290134118732,-0.52031092559745,-0.321219437774013,0.4109721874139782,-0.18186098921160748,0.1476750330583228,-0.3291070317034586,-0.2062026188409248,0.2211012500756893,-0.6551014800636368,0.3538885633100283,-0.07676557660597093,1.0000000000000002,-0.6749216457671231,0.305547015520628,-0.7541430525249435,0.244572555169612,0.619932955163934,-0.5515721588663265,0.3410485561076731,-0.14705258189873718,0.15666282136918763,0.09335499446752432,0.6190810036806844,0.34454964438716257,-0.13375684226651566,0.1601239790453492,0.26069037927813987,0.2747261192234976,-0.0444912315856448,-0.029164482522762655,0.31629696990085704,0.08888912676447794,0.08764418239031337,0.13069479324377456,0.7136635350874745,-0.14143861382946202,0.4775114839977027,0.008333271878538618,0.18631574852627728,0.49195321494300703,-0.22082291591366462,0.2227921113679399,0.5485831497104923,0.09469913005349971,-0.0842504107411496,0.49893159197316167,-0.0498903436924373,0.18181520687166827,0.6948553113346738,-0.008482906331522344,0.45643062221289377,-0.06390648969090348,-0.041102719867108485,-0.258598843453644,0.195609207658887,-0.5148954298795649,-0.2991559397105419,-0.36507650042782924,-0.16825006458161204,0.7004477543137865,0.5232411590779723,0.039846892248761055,-0.3163598409059234,-0.5513841841310596,-0.13758198750567777,-0.27419068429891386,-0.40894860940412575,-0.370121083171724,0.5678481768100114,-0.20935244991366245,0.15686627115447047,0.3280044868946788,0.35334273899227014,0.0718251126890727,-0.5382832640421621,-0.050731886333711985,-0.41305041305351353,0.08792381941509274,-0.3901175198839271,-0.04123505699736981,-0.22555520059498027,0.1578428768127711,0.7244796320618521,0.08517911133681377,0.1352558683405422,-0.4291592711870787,-0.3531496547972363,-0.5352931427864085,-0.4821341578581293,-0.5785244863933956,-0.1580834734919957,-0.20126250927523653,-0.48042460584619223,-0.3325598380356157,-0.5332849024303533,-0.12369143242259863,-0.11915070772712459,-0.599769002950106,0.4348116558995038,-0.6227702031964578
S0033,0.0031261344700006712,-0.5683696018890725,-0.04679865000150381,-0.5142595011928208,-0.33061444440086046,0.31974545008269895,-0.19012222590134584,0.34759443163086645,0.49841134308075286,-0.01948873909551702,-0.23268646076691737,0.5243658912116896,-0.4491447895166223,-0.3872552296531909,-0.16626136900234487,0.5437809829571008,-0.2332241155208279,-0.6424901224259316,-0.14325297124953948,-0.23437736592431482,0.07601326782363713,0.5664281505614367,0.000316831320632489,0.453827665300795,-0.37064643715663587,0.43695648142103344,0.08148629248835372,-0.43206286712964564,0.08147604043247766,-0.34090573853772316,0.1364740987732493,-0.6749216457671231,1.0000000000000002,-0.16346592192241907,0.3606564582830521,0.14380796910498064,-0.44446607588130627,0.309157584676075,-0.5137684791983663,0.2632377060504101,-0.15097932996913416,0.15534682117584364,-0.5224807571895541,-0.47913214584182695,0.42029766002309876,0.12333300285545094,-0.31933943274998555,-0.5461983052521071,0.19535071300498033,0.4915767818485279,-0.4038967710298785,-0.15692888312458253,-0.47964222724848427,-0.015462788086944929,-0.6323043473687393,-0.33587456917276365,-0.13457449545153902,-0.06867950133535888,-0.36665593614196684,-0.7910966272155737,0.20171081964807683,-0.057679528035017455,-0.4894851816261908,0.0529616573669675,0.002013068098465034,-0.1228076967393876,-0.39406854108881495,0.14833668114990278,-0.4505301485549855,-0.325797022977911,-0.2575154177679702,0.4694559993068978,0.15494904741757012,0.2667894705271028,-0.5538515583324006,0.8438766708432207,0.5935583884892951,-0.0782809616993116,0.22930909783102035,-0.36060751049282946,-0.7569497272478853,0.0831959740397068,0.28318889842849365,0.8211196478251371,0.055093680901521745,0.4905852990835638,0.34210293326314806,0.05365851866804009,-0.49360919846315365,0.06154122381181803,0.03683766632659768,-0.15300216259622565,-0.4189900478673062,0.07566084175843926,0.8961996713984632,0.3774665891880412,0.8414616179065935,-0.1791838309334999,0.03964591184464634,0.00412689675456301,0.17899481224985248,-0.18521982012103005,-0.6927945038478569,-0.34168832530984755,-0.3645016398380038,-0.07592123595327534,-0.12093406240827224,-0.09691406254681462,0.5326177237176574,0.5257617888049451,0.26567756351396477,-0.04769779624452494,0.1736369030918344,0.4062889530735575,-0.01714409527109476,0.19374477683343702,0.22940494383946966,0.2338494929100049,-0.25270246994434453,0.6636658224893108
S0034,-0.31944938508942383,-0.4973382273864846,-0.3094263022624711,-0.37485022568552756,-0.1057060851219567,-0.3170657741209173,-0.3219228395472523,-0.045907077087190024,-0.1119997636160556,-0.3552876620344027,-0.5296446741454938,-0.21718091490921454,-0.04970047798126719,-0.6849751275732808,0.3147198721548704,0.08033138430993644,0.43510415542801345,-0.0030798864498048566,0.05478950760068689,0.25820924398000134,-0.7885359400404586,-0.05458198880933311,0.010645060341340835,0.47841877397387644,0.43013558850422556,0.13734945368585402,-0.32137434270595067,-0.28078691758626945,-0.10261929531085458,-0.1330798169191097,-0.018929552983645993,0.305547015520628,-0.16346592192241907,0.9999999999999998,-0.2323701481962995,0.2871487213912963,0.16550266881468984,0.5613197755443413,0.567875724748734,-0.6955419911358856,0.36040987474242475,0.05973583337748055,0.48064000116116945,0.12910446259687924,-0.340837892769117,0.10477298297068595,0.40557087582558893,0.2989694741962324,-0.08662961564067667,-0.15398281243778233,-0.3451227816887248,-0.23526517996231067,-0.15843290815212163,-0.0397100300065051,0.0037557511183564816,0.4672514768335978,0.507499870358309,-0.09779223473793612,-0.33747481948795155,0.043418606144498696,0.0758060791583128,0.556148773583989,0.5678604802451458,-0.27135364675518436,-0.5614256964597638,0.2511185572069775,-0.17524245406344607,-0.1496268116641474,0.17153440647973628,-0.395241142204058,-0.18490244086683938,-0.39831311599425717,0.44703039523697113,-0.05931100265254385,-0.4291885686551938,0.2387175488428056,0.13452290050135904,-0.15404989517439277,0.18560430753808133,0.23816701175652327,-0.1663358999928814,0.44889974537402394,-0.11294600731446372,-0.4601377029195037,0.17122959892937872,-0.6219870579917417,0.22716654917748308,-0.06577645242468105,0.5682470459610478,-0.5257860016750728,0.2612388988362002,0.5168980209209466,-0.08124663849801404,0.6391151353908904,-0.05150782113537707,-0.0615410975560797,-0.1332750168435832,-0.1129291078281985,0.3447313424377779,0.336217763824604,-0.012842163993811795,0.866611072007802,0.54382568070097,0.14945717613449142,-0.4714989692461559,0.05212109556510374,-0.22934605003360986,-0.07723786740716278,-0.5109570376132749,-0.42551929119903487,-0.15142514965726733,0.23023169861734916,0.27018012309233524,-0.45649299591531906,-0.01419972990242289,-0.28819949129448186,0.3097246052666766,-0.06139237946602162,-0.3322020037617825,-0.012294304572509891
S0035,0.6517476172257863,0.0933417817690772,0.3097417787108798,-0.08028198284914169,-0.5149792246201628,-0.509575316401439,0.3775097306525403,0.10187402328007186,-0.10368835187657754,0.6830112706224176,0.05797646865980631,0.6466774059976224,-0.22081801268711207,0.1897698545089284,-0.4987887934414443,-0.3862988978423405,-0.29745226896738636,-0.03663059656416014,0.449561241118688,0.41732237453007826,0.6935292728395992,-0.08945939601182751,-0.08414740763790209,-0.3305498365593749,-0.14464637947009296,-0.2599691924581602,-0.3345281894822791,-0.20709924931284768,0.5474490378308083,-0.3486500486803699,-0.3660630776319575,-0.7541430525249435,0.3606564582830521,-0.2323701481962995,1.0,-0.07694393759661662,-0.5842363574436406,0.46465038220429095,-0.17581045153069988,-0.18743334523996907,-0.23310300730966596,0.07274533798104223,-0.3478569687304831,-0.2179569736430921,-0.4537617822968124,0.10181116483266353,-0.21636443500187344,-0.22706345382715426,-0.058883316578982464,-0.4269397716051949,-0.3133454757326858,-0.013041248752880144,-0.18388124994590488,-0.015960485327661176,-0.6253986633371447,-0.0404049202465991,-0.09838811958169408,-0.025391533445433476,0.13504912629522184,-0.24275448404453054,0.45024898485656406,0.2361822924388151,-0.42471219628148554,0.216643998058883,0.12387703220555343,-0.5432248192931509,0.12355495950712754,0.25275148057211777,-0.4336663723660526,0.43076812154318905,-0.100826272277925,-0.31687839108732524,0.3434509960707564,-0.028280239999319837,0.045984972389103346,0.19688954438705622,-0.21468033638110687,0.6863622705958814,0.12539133536296626,-0.43648856518197676,-0.45323842548995275,0.4254386022381961,0.35435595332925185,0.32550827217417333,-0.4317775909927852,-0.01644167213466106,-0.19190173734916158,0.4456111134248642,-0.5583678476998644,0.4948441222715642,-0.23953256632400133,-0.035409231987123306,-0.16621873750801916,0.36605717881942507,0.2505521685858346,-0.5367712454095607,-0.017455011984028646,0.07811953348715905,0.2938855007129999,0.09400589037868637,0.3832132813563479,-0.0576533059344887,-0.570277319853877,0.20343655599210853,-0.02981012694874209,0.7005562676252106,0.6656901048634598,0.650529247958744,0.052865767608072135,0.0976478392520242,0.43076318646310546,0.676061880290311,0.6822258773872717,-0.19736920552139622,0.48832509881112945,-0.1839228009075821,-0.07889479726558989,0.6090433569868068,-0.2987953148739803,0.10600292226580144
S0036,-0.32529189747465964,-0.18145428234429373,-0.19850925660008195,-0.0026687901336594744,0.5617209494006271,-0.20419089424043746,-0.11910771877935682,0.6472232913357867,-0.11448087831397888,-0.37005838569930416,-0.4019905461198662,0.22436372291147186,0.10674105614411246,-0.21850606756148,0.7687591271555874,0.1866300390606493,0.4538961939540826,-0.322837149218365,0.14757468331623153,-0.2564607210808938,-0.2153360917550694,-0.16264281233542105,0.2870893426194145,0.10933049324252571,0.002185795832165346,-0.0068351242799835395,-0.39946072602289395,0.1844097612329105,-0.16650160488184,0.21077222463890052,-0.04534641674842643,0.244572555169612,0.14380796910498064,0.2871487213912963,-0.07694393759661662,0.9999999999999998,0.1681626157361552,0.014463926750636994,-0.5108577329560045,-0.28223265023465366,-0.3531942209824463,0.6397358028093244,0.05549515630403776,-0.5918685002860441,-0.15510836529257516,0.31844745748010905,0.025762800308662424,0.06690610991059671,-0.001189196967029341,0.18987522395559595,-0.4601201173587841,0.582217580317741,-0.01667752490020688,0.3217625903187636,-0.0670157781098556,-0.4878740981236486,0.6138183285526336,-0.5267260496541593,-0.2154501261624583,-0.3975108532044716,0.47733316695753786,0.2689692893097555,0.29822056177301115,0.42839402003796123,-0.3131679329885177,0.7942694348348828,-0.8108390199447435,0.27015517392946886,-0.16686555855255122,-0.20626321389376234,0.26559103877373136,0.3146570363398044,0.17828959733900868,-0.31305170536110777,-0.49773110751869293,0.14517684388670693,0.07435940715959553,-0.5291972875566661,0.11650342105858795,0.11217480053647712,-0.4232148347394804,0.3893565903656204,0.7421790160088566,0.10061335909672658,-0.561343260025528,0.06005345711886125,-0.2726445832650263,-0.17450212899189663,0.11762072483301896,-0.17467012040030297,0.21400321114527626,0.2422190580445947,0.3481233628283977,0.4909101664388149,0.1730407276967006,-0.0428205823477374,0.16051600401179808,0.26871674526815276,-0.11747038371497262,-0.03708544537186695,0.24680405746197867,0.14932043533255673,0.3757401009117494,-0.2488583148306801,-0.11877600035680927,-0.30481971878032516,-0.40642024478252353,-0.4181126400805915,-0.5223247918039733,-0.15784117671874817,0.0071858942204483965,0.038344937345981135,-0.41620156224126126,-0.1227704413443023,-0.6660966487362793,-0.4426886740864545,0.6537834826620732,-0.01656226204515806,-0.0413002136439564,-0.2601359748810645
S0037,-0.1397307635698888,0.02158827670043231,0.01816421792230106,0.029311385141819263,0.3989345537880842,0.38582848522645713,0.26746298185718137,-0.04973186090818609,0.0847748582585841,-0.6137888604194797,-0.21013895297947166,-0.3850133565167906,-0.26506314275914034,0.2179319506854152,0.25554671816290364,0.14833801472538446,0.3912439290014222,-0.249971625299083,-0.41297152294121864,-0.2934253104371676,-0.319608641593475,0.3058477704098419,0.11388245743070663,0.009435440791118046,-0.04420593482779581,-0.30374751363376856,-0.1629535663072856,-0.20178862213094342,-0.3946265315263276,0.008912647265947609,0.11103945280729381,0.619932955163934,-0.44446607588130627,0.16550266881468984,-0.5842363574436406,0.1681626157361552,0.9999999999999999,-0.40534860785230953,0.13151869399168387,0.11129354562567226,0.24051762572935506,0.21751744686626914,0.17095012974195709,0.45234454431060533,0.2801547330668197,0.41318011673516103,0.3334787583483762,0.2700195822213976,0.45866150931639343,0.41816391386376606,0.27929464689492695,-0.12234395567241164,-0.12603325403823704,-0.27181683384779287,0.8726795409666321,-0.13499852707527044,-0.11351104370865397,0.2226887970162263,-0.3531667725785552,0.28207828708218774,-0.6862559194534872,-0.09290834457468056,0.5765562635535267,-0.4269054600246057,-0.004513843743219739,0.5116685383452443,0.0621531812426634,-0.013044569238433005,0.6195916160272908,-0.2723661520786116,0.36813722317860076,0.09670090404496184,0.2230034428061747,0.2597931168994937,-0.22228073202319656,-0.21396928109489494,-0.16214167982479613,-0.40978715376214053,-0.10242156123840992,0.6715785118165277,0.4405803395546659,-0.41010660293513557,-0.2157738899176464,-0.12140429526224555,0.043680575632950844,0.07834542054064868,-0.15896873208440335,-0.5973984366906921,0.7896338464516404,0.02386114704271144,0.1012694179021351,0.08918867518217251,0.5113499940092396,-0.23891357569311011,-0.22210466166118567,0.2343025722095728,0.017533941429684147,-0.3429821412523872,-0.2609158109466898,-0.4820147241156331,-0.4508680910231251,-0.0843480087484554,0.28935522971290584,-0.4560788037231398,-0.1710033028008944,-0.5762323932767132,-0.039175784838778,-0.5948844276735263,-0.054628745227190446,-0.44178513849886786,-0.3084621953793164,-0.4120886225868218,-0.3852089802801276,0.15065796105675863,-0.6126232232519657,0.24877089319814163,0.04264724578449203,-0.48892034394360745,0.2377209038268581,-0.2975024713951246
S0038,-0.12630813225690707,-0.4306983769314057,-0.23108276191496602,-0.6798885770170161,-0.6214619800411282,-0.4336082881544285,-0.19112148074083107,0.1324784062642966,0.002979366612411282,0.20656405774564096,-0.1811558329928274,0.42181369867026836,-0.3399617574775941,-0.69275898459705,-0.14514050264994602,0.13521269625315668,-0.1103127486571309,0.11723328726985748,0.29038242658236824,0.1304302233604648,-0.1468880150510798,0.05311638189885003,-0.32520863826828444,0.366527122372026,0.4904190595389778,0.3868788019209049,-0.16894611373645732,-0.3342149134034437,0.5950289660455099,-0.14471476491881347,-0.15863977757130326,-0.5515721588663265,0.309157584676075,0.5613197755443413,0.46465038220429095,0.014463926750636994,-0.40534860785230953,1.0,0.1952046076590396,-0.6294663312394627,0.2147887670869301,-0.2210673192255513,-0.23789186023511227,-0.2605329335208538,-0.2789712691243501,-0.14515726818981406,-0.07951904702279042,-0.05200337708246188,0.03637848813579955,-0.30200723686197095,-0.42386173269789507,-0.28362108292177574,-0.20302775806183865,-0.21823166013832787,-0.5619922495210367,0.6116313400172283,-0.04649035834807949,-0.08600234707786233,-0.1937130880452187,-0.3557102049591685,0.2674983467249765,0.16012313958916016,0.13895057793296342,-0.1557055469129849,-0.27308894139430095,-0.19595336875291952,0.07004991560202459,-0.20214803722007413,-0.48068144099758814,-0.36506117092188484,-0.6912346591259507,-0.25281675650294416,0.26466825092678486,-0.033055625977737695,-0.3137401629800425,0.5255913894837222,0.11801890953792701,0.14859569286936522,0.4965658144863542,-0.518879110844863,-0.38805226337321996,0.4297451907437807,0.16756920959746363,-0.046761526632409275,0.2394891633650133,-0.44061329337868793,0.39056496465794505,0.5221117642137361,0.00284063881470105,-0.10466070235701873,0.26910190608044743,0.346079671800758,-0.45440242176289725,0.4790616287903557,0.24017975469365166,-0.00837348173838957,0.16416168225797056,-0.19585071383162264,0.820562559812827,0.37315902292901526,0.4387027482196498,0.5105603127066091,-0.10618331281346757,0.2673742366816941,-0.5642618715763548,0.4083829520498498,0.08859056557057875,0.4725284786821614,-0.1954294965259854,-0.03422724334371473,0.17364358686158174,0.3079535650256173,0.6693643778022557,-0.29113520191225717,0.5861472904341204,-0.14430066553901683,0.29556786714153543,0.3213149257258561,-0.4787714127960738,0.4906900230988086
S0039,0.1484545312544435,-0.1226347298542315,0.10000597696688181,-0.019537117720790084,-0.2758852347500025,-0.21699665549725997,-0.07959318985639187,-0.6290712628268189,-0.24433438251152517,0.009061148793793689,-0.04382257952252445,-0.44354747967785674,0.08416092996723495,-0.13430383569838542,-0.26626494177780274,-0.36022984879793357,0.18293328220331778,0.2717609067289641,-0.02864432474001267,0.597732617527361,-0.45610713060160796,-0.1584002946543485,0.06761268806638658,0.04386137617482587,0.2342510923649351,-0.25759414469959263,-0.17754614295619167,-0.28924109562525285,-0.20893420931606038,-0.248428589948897,-0.17551340243386515,0.3410485561076731,-0.5137684791983663,0.567875724748734,-0.17581045153069988,-0.5108577329560045,0.13151869399168387,0.1952046076590396,1.0,-0.41518883719303584,0.6220871203013038,-0.299511204767862,0.6341916949451996,0.7772765953537166,-0.3555688599176386,0.037766324460250515,0.4650235996984203,0.21195879747794347,-0.0931460962594541,-0.4224092129960138,0.2567948131426636,-0.5897204049751331,-0.0923858046286625,-0.0970720633322854,0.2137501084650216,0.6249472102219066,0.14315900529041162,0.44867278821658363,0.052562609311868125,0.5414680717021157,-0.2610024456877922,0.45106251819951354,0.23188208644179711,-0.40520592494785845,-0.09142806841441978,-0.3720985251272239,0.5391736207231422,-0.10334483177216792,0.5795912176931293,0.07491394681555191,-0.010622295916026253,-0.7753926207577476,0.28935972093647844,0.019433254016258585,0.2109600048962914,-0.24072793318514907,-0.16985700021497693,0.37775884087563166,-0.03202915998467165,0.41494238468742944,0.3183984397527357,0.1618546819287743,-0.769127315741028,-0.6582210700110359,0.3044190490330803,-0.6979686731947684,0.085141016169248,-0.04387207825428068,0.3855942385929052,-0.23395796631121363,0.016178445231516868,0.2499589704806954,-0.2135934719375949,0.22353672233108313,-0.44879796109504955,-0.31003474392117414,-0.5097409291015166,-0.11184036357404394,0.11807613168707982,0.362146426502783,-0.29135844199566646,0.6264414755408615,0.2868860464277746,0.36294031201273624,-0.06722420129616995,0.2766683249778211,0.1987062739528308,0.16460505392500568,-0.20202477056550316,-0.48304724837807633,-0.04675872733814124,0.2841425969518889,0.4906761587213913,-0.4877918364599626,0.38490710310921217,-0.08171159984714924,-0.36895312982945033,-0.06119022047974189,-0.02421484760345852,-0.2125505932715825
